product_category,dt_month,month_order_ct,dt_priormonth,priormonth_order_ct,priormonth_order_ct_diff,priormonth_order_ct_pctchange,alltime_order_ct_pctchange,alltime_order_ct_diff,alltime_pctchange_rank,alltime_diff_rank
construction_tools_construction,2017-10-01 00:00:00.000,19,2017-09-01 00:00:00.000,11,8,72.727272727272,400.455337520894,151,1,5
construction_tools_construction,2017-11-01 00:00:00.000,47,2017-10-01 00:00:00.000,19,28,147.368421052631,400.455337520894,151,1,5
construction_tools_construction,2017-12-01 00:00:00.000,27,2017-11-01 00:00:00.000,47,-20,-42.553191489361,400.455337520894,151,1,5
construction_tools_construction,2018-01-01 00:00:00.000,48,2017-12-01 00:00:00.000,27,21,77.777777777777,400.455337520894,151,1,5
construction_tools_construction,2018-02-01 00:00:00.000,69,2018-01-01 00:00:00.000,48,21,43.750000000000,400.455337520894,151,1,5
construction_tools_construction,2018-03-01 00:00:00.000,71,2018-02-01 00:00:00.000,69,2,2.898550724637,400.455337520894,151,1,5
construction_tools_construction,2018-04-01 00:00:00.000,92,2018-03-01 00:00:00.000,71,21,29.577464788732,400.455337520894,151,1,5
construction_tools_construction,2018-05-01 00:00:00.000,125,2018-04-01 00:00:00.000,92,33,35.869565217391,400.455337520894,151,1,5
construction_tools_construction,2018-06-01 00:00:00.000,113,2018-05-01 00:00:00.000,125,-12,-9.600000000000,400.455337520894,151,1,5
construction_tools_construction,2018-07-01 00:00:00.000,115,2018-06-01 00:00:00.000,113,2,1.769911504424,400.455337520894,151,1,5
construction_tools_construction,2018-08-01 00:00:00.000,162,2018-07-01 00:00:00.000,115,47,40.869565217391,400.455337520894,151,1,5
watches_gifts,2017-09-01 00:00:00.000,268,NULL,NULL,NULL,NULL,71.844368420078,148,19,6
watches_gifts,2017-10-01 00:00:00.000,314,2017-09-01 00:00:00.000,268,46,17.164179104477,71.844368420078,148,19,6
watches_gifts,2017-11-01 00:00:00.000,469,2017-10-01 00:00:00.000,314,155,49.363057324840,71.844368420078,148,19,6
watches_gifts,2017-12-01 00:00:00.000,367,2017-11-01 00:00:00.000,469,-102,-21.748400852878,71.844368420078,148,19,6
watches_gifts,2018-01-01 00:00:00.000,370,2017-12-01 00:00:00.000,367,3,0.817438692098,71.844368420078,148,19,6
watches_gifts,2018-02-01 00:00:00.000,337,2018-01-01 00:00:00.000,370,-33,-8.918918918918,71.844368420078,148,19,6
watches_gifts,2018-03-01 00:00:00.000,430,2018-02-01 00:00:00.000,337,93,27.596439169139,71.844368420078,148,19,6
watches_gifts,2018-04-01 00:00:00.000,505,2018-03-01 00:00:00.000,430,75,17.441860465116,71.844368420078,148,19,6
watches_gifts,2018-05-01 00:00:00.000,636,2018-04-01 00:00:00.000,505,131,25.940594059405,71.844368420078,148,19,6
watches_gifts,2018-06-01 00:00:00.000,481,2018-05-01 00:00:00.000,636,-155,-24.371069182389,71.844368420078,148,19,6
watches_gifts,2018-07-01 00:00:00.000,528,2018-06-01 00:00:00.000,481,47,9.771309771309,71.844368420078,148,19,6
watches_gifts,2018-08-01 00:00:00.000,416,2018-07-01 00:00:00.000,528,-112,-21.212121212121,71.844368420078,148,19,6
pet_shop,2017-09-01 00:00:00.000,71,NULL,NULL,NULL,NULL,130.818236153434,128,13,7
pet_shop,2017-10-01 00:00:00.000,76,2017-09-01 00:00:00.000,71,5,7.042253521126,130.818236153434,128,13,7
pet_shop,2017-11-01 00:00:00.000,99,2017-10-01 00:00:00.000,76,23,30.263157894736,130.818236153434,128,13,7
pet_shop,2017-12-01 00:00:00.000,74,2017-11-01 00:00:00.000,99,-25,-25.252525252525,130.818236153434,128,13,7
pet_shop,2018-01-01 00:00:00.000,90,2017-12-01 00:00:00.000,74,16,21.621621621621,130.818236153434,128,13,7
pet_shop,2018-02-01 00:00:00.000,102,2018-01-01 00:00:00.000,90,12,13.333333333333,130.818236153434,128,13,7
pet_shop,2018-03-01 00:00:00.000,124,2018-02-01 00:00:00.000,102,22,21.568627450980,130.818236153434,128,13,7
pet_shop,2018-04-01 00:00:00.000,170,2018-03-01 00:00:00.000,124,46,37.096774193548,130.818236153434,128,13,7
pet_shop,2018-05-01 00:00:00.000,136,2018-04-01 00:00:00.000,170,-34,-20.000000000000,130.818236153434,128,13,7
pet_shop,2018-06-01 00:00:00.000,178,2018-05-01 00:00:00.000,136,42,30.882352941176,130.818236153434,128,13,7
pet_shop,2018-07-01 00:00:00.000,160,2018-06-01 00:00:00.000,178,-18,-10.112359550561,130.818236153434,128,13,7
pet_shop,2018-08-01 00:00:00.000,199,2018-07-01 00:00:00.000,160,39,24.375000000000,130.818236153434,128,13,7
bed_bath_table,2017-09-01 00:00:00.000,533,NULL,NULL,NULL,NULL,71.680675856868,125,20,8
bed_bath_table,2017-10-01 00:00:00.000,545,2017-09-01 00:00:00.000,533,12,2.251407129455,71.680675856868,125,20,8
bed_bath_table,2017-11-01 00:00:00.000,975,2017-10-01 00:00:00.000,545,430,78.899082568807,71.680675856868,125,20,8
bed_bath_table,2017-12-01 00:00:00.000,552,2017-11-01 00:00:00.000,975,-423,-43.384615384615,71.680675856868,125,20,8
bed_bath_table,2018-01-01 00:00:00.000,848,2017-12-01 00:00:00.000,552,296,53.623188405797,71.680675856868,125,20,8
bed_bath_table,2018-02-01 00:00:00.000,690,2018-01-01 00:00:00.000,848,-158,-18.632075471698,71.680675856868,125,20,8
bed_bath_table,2018-03-01 00:00:00.000,798,2018-02-01 00:00:00.000,690,108,15.652173913043,71.680675856868,125,20,8
bed_bath_table,2018-04-01 00:00:00.000,746,2018-03-01 00:00:00.000,798,-52,-6.516290726817,71.680675856868,125,20,8
bed_bath_table,2018-05-01 00:00:00.000,747,2018-04-01 00:00:00.000,746,1,0.134048257372,71.680675856868,125,20,8
bed_bath_table,2018-06-01 00:00:00.000,773,2018-05-01 00:00:00.000,747,26,3.480589022757,71.680675856868,125,20,8
bed_bath_table,2018-07-01 00:00:00.000,624,2018-06-01 00:00:00.000,773,-149,-19.275549805950,71.680675856868,125,20,8
bed_bath_table,2018-08-01 00:00:00.000,658,2018-07-01 00:00:00.000,624,34,5.448717948717,71.680675856868,125,20,8
telephony,2017-09-01 00:00:00.000,177,NULL,NULL,NULL,NULL,79.783688854542,100,17,9
telephony,2017-10-01 00:00:00.000,253,2017-09-01 00:00:00.000,177,76,42.937853107344,79.783688854542,100,17,9
telephony,2017-11-01 00:00:00.000,383,2017-10-01 00:00:00.000,253,130,51.383399209486,79.783688854542,100,17,9
telephony,2017-12-01 00:00:00.000,267,2017-11-01 00:00:00.000,383,-116,-30.287206266318,79.783688854542,100,17,9
telephony,2018-01-01 00:00:00.000,372,2017-12-01 00:00:00.000,267,105,39.325842696629,79.783688854542,100,17,9
telephony,2018-02-01 00:00:00.000,359,2018-01-01 00:00:00.000,372,-13,-3.494623655913,79.783688854542,100,17,9
telephony,2018-03-01 00:00:00.000,344,2018-02-01 00:00:00.000,359,-15,-4.178272980501,79.783688854542,100,17,9
telephony,2018-04-01 00:00:00.000,284,2018-03-01 00:00:00.000,344,-60,-17.441860465116,79.783688854542,100,17,9
telephony,2018-05-01 00:00:00.000,256,2018-04-01 00:00:00.000,284,-28,-9.859154929577,79.783688854542,100,17,9
telephony,2018-06-01 00:00:00.000,219,2018-05-01 00:00:00.000,256,-37,-14.453125000000,79.783688854542,100,17,9
telephony,2018-07-01 00:00:00.000,225,2018-06-01 00:00:00.000,219,6,2.739726027397,79.783688854542,100,17,9
telephony,2018-08-01 00:00:00.000,277,2018-07-01 00:00:00.000,225,52,23.111111111111,79.783688854542,100,17,9
food,2017-09-01 00:00:00.000,17,NULL,NULL,NULL,NULL,336.701509275038,99,3,10
food,2017-10-01 00:00:00.000,17,2017-09-01 00:00:00.000,17,0,0.000000000000,336.701509275038,99,3,10
food,2017-11-01 00:00:00.000,17,2017-10-01 00:00:00.000,17,0,0.000000000000,336.701509275038,99,3,10
food,2017-12-01 00:00:00.000,14,2017-11-01 00:00:00.000,17,-3,-17.647058823529,336.701509275038,99,3,10
food,2018-01-01 00:00:00.000,20,2017-12-01 00:00:00.000,14,6,42.857142857142,336.701509275038,99,3,10
food,2018-02-01 00:00:00.000,39,2018-01-01 00:00:00.000,20,19,95.000000000000,336.701509275038,99,3,10
food,2018-03-01 00:00:00.000,35,2018-02-01 00:00:00.000,39,-4,-10.256410256410,336.701509275038,99,3,10
food,2018-04-01 00:00:00.000,40,2018-03-01 00:00:00.000,35,5,14.285714285714,336.701509275038,99,3,10
food,2018-05-01 00:00:00.000,44,2018-04-01 00:00:00.000,40,4,10.000000000000,336.701509275038,99,3,10
food,2018-06-01 00:00:00.000,24,2018-05-01 00:00:00.000,44,-20,-45.454545454545,336.701509275038,99,3,10
food,2018-07-01 00:00:00.000,64,2018-06-01 00:00:00.000,24,40,166.666666666666,336.701509275038,99,3,10
food,2018-08-01 00:00:00.000,116,2018-07-01 00:00:00.000,64,52,81.250000000000,336.701509275038,99,3,10
stationery,2017-09-01 00:00:00.000,77,NULL,NULL,NULL,NULL,158.313643101147,93,9,11
stationery,2017-10-01 00:00:00.000,101,2017-09-01 00:00:00.000,77,24,31.168831168831,158.313643101147,93,9,11
stationery,2017-11-01 00:00:00.000,166,2017-10-01 00:00:00.000,101,65,64.356435643564,158.313643101147,93,9,11
stationery,2017-12-01 00:00:00.000,251,2017-11-01 00:00:00.000,166,85,51.204819277108,158.313643101147,93,9,11
stationery,2018-01-01 00:00:00.000,397,2017-12-01 00:00:00.000,251,146,58.167330677290,158.313643101147,93,9,11
stationery,2018-02-01 00:00:00.000,159,2018-01-01 00:00:00.000,397,-238,-59.949622166246,158.313643101147,93,9,11
stationery,2018-03-01 00:00:00.000,164,2018-02-01 00:00:00.000,159,5,3.144654088050,158.313643101147,93,9,11
stationery,2018-04-01 00:00:00.000,155,2018-03-01 00:00:00.000,164,-9,-5.487804878048,158.313643101147,93,9,11
stationery,2018-05-01 00:00:00.000,130,2018-04-01 00:00:00.000,155,-25,-16.129032258064,158.313643101147,93,9,11
stationery,2018-06-01 00:00:00.000,167,2018-05-01 00:00:00.000,130,37,28.461538461538,158.313643101147,93,9,11
stationery,2018-07-01 00:00:00.000,191,2018-06-01 00:00:00.000,167,24,14.371257485029,158.313643101147,93,9,11
stationery,2018-08-01 00:00:00.000,170,2018-07-01 00:00:00.000,191,-21,-10.994764397905,158.313643101147,93,9,11
furniture_decor,2017-09-01 00:00:00.000,348,NULL,NULL,NULL,NULL,105.924664563773,85,15,12
furniture_decor,2017-10-01 00:00:00.000,379,2017-09-01 00:00:00.000,348,31,8.908045977011,105.924664563773,85,15,12
furniture_decor,2017-11-01 00:00:00.000,783,2017-10-01 00:00:00.000,379,404,106.596306068601,105.924664563773,85,15,12
furniture_decor,2017-12-01 00:00:00.000,390,2017-11-01 00:00:00.000,783,-393,-50.191570881226,105.924664563773,85,15,12
furniture_decor,2018-01-01 00:00:00.000,612,2017-12-01 00:00:00.000,390,222,56.923076923076,105.924664563773,85,15,12
furniture_decor,2018-02-01 00:00:00.000,434,2018-01-01 00:00:00.000,612,-178,-29.084967320261,105.924664563773,85,15,12
furniture_decor,2018-03-01 00:00:00.000,595,2018-02-01 00:00:00.000,434,161,37.096774193548,105.924664563773,85,15,12
furniture_decor,2018-04-01 00:00:00.000,594,2018-03-01 00:00:00.000,595,-1,-0.168067226890,105.924664563773,85,15,12
furniture_decor,2018-05-01 00:00:00.000,605,2018-04-01 00:00:00.000,594,11,1.851851851851,105.924664563773,85,15,12
furniture_decor,2018-06-01 00:00:00.000,405,2018-05-01 00:00:00.000,605,-200,-33.057851239669,105.924664563773,85,15,12
furniture_decor,2018-07-01 00:00:00.000,440,2018-06-01 00:00:00.000,405,35,8.641975308641,105.924664563773,85,15,12
furniture_decor,2018-08-01 00:00:00.000,433,2018-07-01 00:00:00.000,440,-7,-1.590909090909,105.924664563773,85,15,12
perfumery,2017-09-01 00:00:00.000,160,NULL,NULL,NULL,NULL,55.505086341439,63,23,13
perfumery,2017-10-01 00:00:00.000,189,2017-09-01 00:00:00.000,160,29,18.125000000000,55.505086341439,63,23,13
perfumery,2017-11-01 00:00:00.000,311,2017-10-01 00:00:00.000,189,122,64.550264550264,55.505086341439,63,23,13
perfumery,2017-12-01 00:00:00.000,241,2017-11-01 00:00:00.000,311,-70,-22.508038585209,55.505086341439,63,23,13
perfumery,2018-01-01 00:00:00.000,229,2017-12-01 00:00:00.000,241,-12,-4.979253112033,55.505086341439,63,23,13
perfumery,2018-02-01 00:00:00.000,215,2018-01-01 00:00:00.000,229,-14,-6.113537117903,55.505086341439,63,23,13
perfumery,2018-03-01 00:00:00.000,202,2018-02-01 00:00:00.000,215,-13,-6.046511627906,55.505086341439,63,23,13
perfumery,2018-04-01 00:00:00.000,175,2018-03-01 00:00:00.000,202,-27,-13.366336633663,55.505086341439,63,23,13
perfumery,2018-05-01 00:00:00.000,198,2018-04-01 00:00:00.000,175,23,13.142857142857,55.505086341439,63,23,13
perfumery,2018-06-01 00:00:00.000,189,2018-05-01 00:00:00.000,198,-9,-4.545454545454,55.505086341439,63,23,13
perfumery,2018-07-01 00:00:00.000,205,2018-06-01 00:00:00.000,189,16,8.465608465608,55.505086341439,63,23,13
perfumery,2018-08-01 00:00:00.000,223,2018-07-01 00:00:00.000,205,18,8.780487804878,55.505086341439,63,23,13
home_appliances,2017-09-01 00:00:00.000,10,NULL,NULL,NULL,NULL,366.039501550133,55,2,14
home_appliances,2017-10-01 00:00:00.000,8,2017-09-01 00:00:00.000,10,-2,-20.000000000000,366.039501550133,55,2,14
home_appliances,2017-11-01 00:00:00.000,25,2017-10-01 00:00:00.000,8,17,212.500000000000,366.039501550133,55,2,14
home_appliances,2017-12-01 00:00:00.000,16,2017-11-01 00:00:00.000,25,-9,-36.000000000000,366.039501550133,55,2,14
home_appliances,2018-01-01 00:00:00.000,28,2017-12-01 00:00:00.000,16,12,75.000000000000,366.039501550133,55,2,14
home_appliances,2018-02-01 00:00:00.000,49,2018-01-01 00:00:00.000,28,21,75.000000000000,366.039501550133,55,2,14
home_appliances,2018-03-01 00:00:00.000,70,2018-02-01 00:00:00.000,49,21,42.857142857142,366.039501550133,55,2,14
home_appliances,2018-04-01 00:00:00.000,106,2018-03-01 00:00:00.000,70,36,51.428571428571,366.039501550133,55,2,14
home_appliances,2018-05-01 00:00:00.000,64,2018-04-01 00:00:00.000,106,-42,-39.622641509433,366.039501550133,55,2,14
home_appliances,2018-06-01 00:00:00.000,67,2018-05-01 00:00:00.000,64,3,4.687500000000,366.039501550133,55,2,14
home_appliances,2018-07-01 00:00:00.000,79,2018-06-01 00:00:00.000,67,12,17.910447761194,366.039501550133,55,2,14
home_appliances,2018-08-01 00:00:00.000,65,2018-07-01 00:00:00.000,79,-14,-17.721518987341,366.039501550133,55,2,14
electronics,2017-09-01 00:00:00.000,67,NULL,NULL,NULL,NULL,172.367775586666,53,8,15
electronics,2017-10-01 00:00:00.000,63,2017-09-01 00:00:00.000,67,-4,-5.970149253731,172.367775586666,53,8,15
electronics,2017-11-01 00:00:00.000,184,2017-10-01 00:00:00.000,63,121,192.063492063492,172.367775586666,53,8,15
electronics,2017-12-01 00:00:00.000,210,2017-11-01 00:00:00.000,184,26,14.130434782608,172.367775586666,53,8,15
electronics,2018-01-01 00:00:00.000,351,2017-12-01 00:00:00.000,210,141,67.142857142857,172.367775586666,53,8,15
electronics,2018-02-01 00:00:00.000,332,2018-01-01 00:00:00.000,351,-19,-5.413105413105,172.367775586666,53,8,15
electronics,2018-03-01 00:00:00.000,261,2018-02-01 00:00:00.000,332,-71,-21.385542168674,172.367775586666,53,8,15
electronics,2018-04-01 00:00:00.000,214,2018-03-01 00:00:00.000,261,-47,-18.007662835249,172.367775586666,53,8,15
electronics,2018-05-01 00:00:00.000,235,2018-04-01 00:00:00.000,214,21,9.813084112149,172.367775586666,53,8,15
electronics,2018-06-01 00:00:00.000,191,2018-05-01 00:00:00.000,235,-44,-18.723404255319,172.367775586666,53,8,15
electronics,2018-07-01 00:00:00.000,159,2018-06-01 00:00:00.000,191,-32,-16.753926701570,172.367775586666,53,8,15
electronics,2018-08-01 00:00:00.000,120,2018-07-01 00:00:00.000,159,-39,-24.528301886792,172.367775586666,53,8,15
baby,2017-09-01 00:00:00.000,174,NULL,NULL,NULL,NULL,56.585250492007,43,22,16
baby,2017-10-01 00:00:00.000,138,2017-09-01 00:00:00.000,174,-36,-20.689655172413,56.585250492007,43,22,16
baby,2017-11-01 00:00:00.000,203,2017-10-01 00:00:00.000,138,65,47.101449275362,56.585250492007,43,22,16
baby,2017-12-01 00:00:00.000,143,2017-11-01 00:00:00.000,203,-60,-29.556650246305,56.585250492007,43,22,16
baby,2018-01-01 00:00:00.000,223,2017-12-01 00:00:00.000,143,80,55.944055944055,56.585250492007,43,22,16
baby,2018-02-01 00:00:00.000,176,2018-01-01 00:00:00.000,223,-47,-21.076233183856,56.585250492007,43,22,16
baby,2018-03-01 00:00:00.000,224,2018-02-01 00:00:00.000,176,48,27.272727272727,56.585250492007,43,22,16
baby,2018-04-01 00:00:00.000,244,2018-03-01 00:00:00.000,224,20,8.928571428571,56.585250492007,43,22,16
baby,2018-05-01 00:00:00.000,245,2018-04-01 00:00:00.000,244,1,0.409836065573,56.585250492007,43,22,16
baby,2018-06-01 00:00:00.000,225,2018-05-01 00:00:00.000,245,-20,-8.163265306122,56.585250492007,43,22,16
baby,2018-07-01 00:00:00.000,222,2018-06-01 00:00:00.000,225,-3,-1.333333333333,56.585250492007,43,22,16
baby,2018-08-01 00:00:00.000,217,2018-07-01 00:00:00.000,222,-5,-2.252252252252,56.585250492007,43,22,16
home_construction,2017-09-01 00:00:00.000,11,NULL,NULL,NULL,NULL,223.540437744854,38,6,17
home_construction,2017-10-01 00:00:00.000,18,2017-09-01 00:00:00.000,11,7,63.636363636363,223.540437744854,38,6,17
home_construction,2017-11-01 00:00:00.000,38,2017-10-01 00:00:00.000,18,20,111.111111111111,223.540437744854,38,6,17
home_construction,2017-12-01 00:00:00.000,39,2017-11-01 00:00:00.000,38,1,2.631578947368,223.540437744854,38,6,17
home_construction,2018-01-01 00:00:00.000,42,2017-12-01 00:00:00.000,39,3,7.692307692307,223.540437744854,38,6,17
home_construction,2018-02-01 00:00:00.000,39,2018-01-01 00:00:00.000,42,-3,-7.142857142857,223.540437744854,38,6,17
home_construction,2018-03-01 00:00:00.000,44,2018-02-01 00:00:00.000,39,5,12.820512820512,223.540437744854,38,6,17
home_construction,2018-04-01 00:00:00.000,76,2018-03-01 00:00:00.000,44,32,72.727272727272,223.540437744854,38,6,17
home_construction,2018-05-01 00:00:00.000,79,2018-04-01 00:00:00.000,76,3,3.947368421052,223.540437744854,38,6,17
home_construction,2018-06-01 00:00:00.000,71,2018-05-01 00:00:00.000,79,-8,-10.126582278481,223.540437744854,38,6,17
home_construction,2018-07-01 00:00:00.000,61,2018-06-01 00:00:00.000,71,-10,-14.084507042253,223.540437744854,38,6,17
home_construction,2018-08-01 00:00:00.000,49,2018-07-01 00:00:00.000,61,-12,-19.672131147540,223.540437744854,38,6,17
furniture_living_room,2017-09-01 00:00:00.000,11,NULL,NULL,NULL,NULL,300.169860254332,29,4,18
furniture_living_room,2017-10-01 00:00:00.000,19,2017-09-01 00:00:00.000,11,8,72.727272727272,300.169860254332,29,4,18
furniture_living_room,2017-11-01 00:00:00.000,39,2017-10-01 00:00:00.000,19,20,105.263157894736,300.169860254332,29,4,18
furniture_living_room,2017-12-01 00:00:00.000,20,2017-11-01 00:00:00.000,39,-19,-48.717948717948,300.169860254332,29,4,18
furniture_living_room,2018-01-01 00:00:00.000,22,2017-12-01 00:00:00.000,20,2,10.000000000000,300.169860254332,29,4,18
furniture_living_room,2018-02-01 00:00:00.000,26,2018-01-01 00:00:00.000,22,4,18.181818181818,300.169860254332,29,4,18
furniture_living_room,2018-03-01 00:00:00.000,19,2018-02-01 00:00:00.000,26,-7,-26.923076923076,300.169860254332,29,4,18
furniture_living_room,2018-04-01 00:00:00.000,34,2018-03-01 00:00:00.000,19,15,78.947368421052,300.169860254332,29,4,18
furniture_living_room,2018-05-01 00:00:00.000,16,2018-04-01 00:00:00.000,34,-18,-52.941176470588,300.169860254332,29,4,18
furniture_living_room,2018-06-01 00:00:00.000,29,2018-05-01 00:00:00.000,16,13,81.250000000000,300.169860254332,29,4,18
furniture_living_room,2018-07-01 00:00:00.000,55,2018-06-01 00:00:00.000,29,26,89.655172413793,300.169860254332,29,4,18
furniture_living_room,2018-08-01 00:00:00.000,40,2018-07-01 00:00:00.000,55,-15,-27.272727272727,300.169860254332,29,4,18
luggage_accessories,2017-09-01 00:00:00.000,42,NULL,NULL,NULL,NULL,189.174833217160,24,7,19
luggage_accessories,2017-10-01 00:00:00.000,56,2017-09-01 00:00:00.000,42,14,33.333333333333,189.174833217160,24,7,19
luggage_accessories,2017-11-01 00:00:00.000,72,2017-10-01 00:00:00.000,56,16,28.571428571428,189.174833217160,24,7,19
luggage_accessories,2017-12-01 00:00:00.000,47,2017-11-01 00:00:00.000,72,-25,-34.722222222222,189.174833217160,24,7,19
luggage_accessories,2018-01-01 00:00:00.000,128,2017-12-01 00:00:00.000,47,81,172.340425531914,189.174833217160,24,7,19
luggage_accessories,2018-02-01 00:00:00.000,47,2018-01-01 00:00:00.000,128,-81,-63.281250000000,189.174833217160,24,7,19
luggage_accessories,2018-03-01 00:00:00.000,57,2018-02-01 00:00:00.000,47,10,21.276595744680,189.174833217160,24,7,19
luggage_accessories,2018-04-01 00:00:00.000,57,2018-03-01 00:00:00.000,57,0,0.000000000000,189.174833217160,24,7,19
