id,productStyle,age,gender,region,node,stageNum,stageName,timestamp,type
2dfdf5f5-1b07-4cb5-872d-a92839b3b315,style2,under-30,male,us,2,1,Order Received,11-01-2017 02:13:24,etype
3809946a-753b-4a47-a175-deb44602689c,style2,under-30,male,us,2,1,Order Received,11-01-2017 02:41:16,btype
50f79a0e-5be6-4504-b142-3db817c56c01,style2,under-30,male,us,2,1,Order Received,11-01-2017 05:01:43,ctype
4ba06ec8-643e-43e8-b9a8-6a76ba0f2ea3,style2,under-30,male,us,2,1,Order Received,11-01-2017 08:11:08,btype
d53d2ebc-be8d-465e-951d-c7a053baa1af,style2,under-30,male,asia,1,1,Order Received,11-01-2017 10:25:17,ftype
c908a6f9-2895-41f4-adb0-8657d66cc3be,style2,under-30,male,asia,1,1,Order Received,11-01-2017 12:55:40,atype
3026f9e6-c0f3-4a2e-92c1-b5a2bb4daccb,style2,under-30,male,asia,1,1,Order Received,11-01-2017 16:02:39,etype
46990f64-eeee-4282-b251-210067b8c74d,style2,under-30,male,asia,2,1,Order Received,11-01-2017 10:24:16,ftype
f017f0bb-1da5-493d-b4df-865dff8ceeb8,style2,under-30,male,asia,2,1,Order Received,11-01-2017 16:46:44,atype
5ced9f21-3af9-4779-9f63-50946ee59c23,style2,under-30,male,europe,1,1,Order Received,11-01-2017 00:13:24,dtype
be500576-be93-4df9-a9cb-a08dd6922079,style2,under-30,male,europe,1,1,Order Received,11-01-2017 01:18:35,ftype
20ae31ad-9758-409a-a5e7-b6afe7607754,style2,under-30,male,europe,1,1,Order Received,11-01-2017 04:47:18,atype
b362cd68-ba7f-4227-8d3a-1b1cf7ee0f85,style2,under-30,male,europe,1,1,Order Received,11-01-2017 08:42:30,btype
1f5101ae-68e0-4df6-a2d4-5aec39c5ffd6,style2,under-30,male,europe,1,1,Order Received,11-01-2017 12:02:00,ctype
cfdc8f75-b130-40da-8dbd-35cc6ec58057,style2,under-30,male,europe,2,1,Order Received,11-01-2017 22:06:32,ftype
c515b298-0204-4bab-8495-fc938a1dbb14,style2,under-30,female,us,1,1,Order Received,11-01-2017 00:56:25,ctype
fe34fb62-5267-471b-b081-e78b1ea51060,style2,under-30,female,us,1,1,Order Received,11-01-2017 04:17:58,ctype
5a37e36c-b191-45f5-a886-09ac45595d2d,style2,under-30,female,us,1,1,Order Received,11-01-2017 09:08:54,atype
03b5aacc-2b38-46bd-9c28-bfaa37adf1cf,style2,under-30,female,asia,1,1,Order Received,11-01-2017 03:37:48,atype
6364ee4e-3302-483a-b4b7-0c355e7329ea,style2,under-30,female,asia,1,1,Order Received,11-01-2017 05:27:30,atype
d85ad7f0-95b6-40a4-89d5-64a9e074147e,style2,under-30,female,asia,1,1,Order Received,11-01-2017 12:17:51,ftype
e232ca7f-c047-48d3-91ac-d7724a542f5d,style2,under-30,female,europe,2,1,Order Received,11-01-2017 15:54:36,etype
65ceea56-70b2-4c09-bac3-a31bd7c16d77,style2,31-to-60,male,asia,2,1,Order Received,11-01-2017 08:28:23,ctype
c0dee820-54ad-4a62-9990-f704d805c730,style2,31-to-60,male,europe,1,1,Order Received,11-01-2017 04:19:40,ftype
328b218e-637a-458a-83ba-7a7460b2c1f3,style2,31-to-60,male,europe,1,1,Order Received,11-01-2017 07:50:01,etype
48dd662d-3b4e-418b-8203-77744ca26747,style2,31-to-60,male,europe,2,1,Order Received,11-01-2017 20:57:52,ctype
8706ae87-e44e-4678-90e3-45a57deaca87,style2,31-to-60,female,us,1,1,Order Received,11-01-2017 04:06:02,btype
a5c00112-4cdf-4d93-9323-81a5bbd961a8,style2,31-to-60,female,us,1,1,Order Received,11-01-2017 08:20:46,btype
6a5d4758-5ea2-4862-83d2-134d17bd72e1,style2,31-to-60,female,us,1,1,Order Received,11-01-2017 21:20:46,btype
142a7e32-ac9a-4a3c-9092-e40a19f9bb83,style2,31-to-60,female,asia,1,1,Order Received,11-01-2017 10:53:45,etype
3aa01b91-1de5-45c5-b5de-c20c228ec19e,style2,31-to-60,female,asia,2,1,Order Received,11-01-2017 03:38:54,etype
ef4b1296-7cdf-46b1-8199-6c6c65a83b17,style2,31-to-60,female,asia,2,1,Order Received,11-01-2017 11:52:57,etype
dd76acf0-136a-4b09-810f-d27196ea203a,style2,31-to-60,female,europe,2,1,Order Received,11-01-2017 01:17:30,ctype
15667fce-d7a2-4431-91bd-d47b9b62d38a,style2,31-to-60,female,europe,2,1,Order Received,11-01-2017 16:18:36,etype
f6268dda-0456-495e-aa7a-81b364cac7e2,style2,31-to-60,female,europe,2,1,Order Received,11-01-2017 19:04:27,ctype
c3b59e23-04b1-41bd-87c9-b69630e4479e,style2,over-60,male,us,1,1,Order Received,11-01-2017 08:16:23,btype
0a996e53-0e19-46f2-8a20-b49f44a4d82c,style2,over-60,male,us,1,1,Order Received,11-01-2017 09:37:44,dtype
597cd278-4d66-4b50-90db-858a81f7f789,style2,over-60,male,us,2,1,Order Received,11-01-2017 20:05:57,dtype
10d5f2cb-55c3-4034-81f3-f9f5f72174f3,style2,over-60,male,asia,1,1,Order Received,11-01-2017 18:54:41,ctype
ab9b7d9b-8166-4274-b02f-513fffa79688,style2,over-60,male,asia,2,1,Order Received,11-01-2017 10:35:58,dtype
7e274729-8559-44ea-b9d9-9cb7a328bcdf,style2,over-60,male,europe,1,1,Order Received,11-01-2017 00:29:45,dtype
1206cb10-115b-4d34-afff-9873cf95322c,style2,over-60,male,europe,1,1,Order Received,11-01-2017 11:07:06,etype
0b1e5e24-443a-43ec-a019-25301b508f3a,style2,over-60,female,us,1,1,Order Received,11-01-2017 00:51:39,dtype
30738ec0-1837-48ac-9dad-f88ad5b47417,style2,over-60,female,us,2,1,Order Received,11-01-2017 04:44:17,etype
2c0b87f5-0c3f-41ad-8326-4a3d0e4dfcc8,style2,over-60,female,asia,2,1,Order Received,11-01-2017 03:20:24,ctype
3e351c23-0bef-4c71-8d60-7392fe9b3d2d,style2,over-60,female,asia,2,1,Order Received,11-01-2017 17:54:07,ctype
8758d120-a5f0-44b9-8e01-0e8aa58fd65e,style2,over-60,female,europe,1,1,Order Received,11-01-2017 00:23:19,btype
793d17e2-e082-4341-9d5a-fd967adfd4a6,style2,over-60,female,europe,1,1,Order Received,11-01-2017 10:12:16,dtype
ed992820-78b5-4919-975f-78d2de318398,style2,over-60,female,europe,1,1,Order Received,11-01-2017 16:23:45,dtype
586b4062-0104-4e0e-b6fc-a5ccaaecd407,style2,over-60,female,europe,2,1,Order Received,11-01-2017 00:03:22,dtype
887b1df5-3f53-43ae-a1bf-0e8490f42891,style2,over-60,female,europe,2,1,Order Received,11-01-2017 01:43:28,atype
f6fbaede-7b1a-4e15-aa60-1bf71d5e12c1,style3,under-30,male,us,1,1,Order Received,11-01-2017 04:32:25,ctype
ac136795-1d91-435f-92da-526ae3e76425,style3,under-30,male,us,1,1,Order Received,11-01-2017 11:11:07,ftype
a2a3082a-dd8c-4b3b-a0ff-a2760aa53fd9,style3,under-30,male,us,1,1,Order Received,11-01-2017 15:32:53,etype
8d5a1e61-f8f0-4603-a9e3-82335c36782a,style3,under-30,male,asia,2,1,Order Received,11-01-2017 18:13:46,ctype
b138ee45-5b9e-4ed9-b665-aaa6875848de,style3,under-30,male,europe,2,1,Order Received,11-01-2017 01:40:08,ctype
ac942244-e11c-481b-8ec0-ca7fec1c3bc4,style3,under-30,male,europe,2,1,Order Received,11-01-2017 10:28:36,ftype
aefaaf4a-a124-46b1-8ffd-5209c323b9c8,style3,under-30,female,us,1,1,Order Received,11-01-2017 12:27:15,atype
ee43082e-28ef-483b-8243-a0a792b71247,style3,under-30,female,us,1,1,Order Received,11-01-2017 13:31:15,ftype
e6d69db8-43fd-4112-9bb6-849f1cf521bc,style3,under-30,female,asia,1,1,Order Received,11-01-2017 03:32:04,btype
9c02aadb-1ace-48ef-b449-949d307394df,style3,under-30,female,asia,1,1,Order Received,11-01-2017 06:38:34,atype
9e309aff-4968-4c93-989e-1857c9feeecd,style3,under-30,female,asia,2,1,Order Received,11-01-2017 13:29:06,etype
acc6b3c3-fc48-4efa-8836-a7c1eaf366d7,style3,under-30,female,europe,1,1,Order Received,11-01-2017 10:20:55,btype
f012b0df-c8dc-4227-9ebe-beb527cd9eda,style3,under-30,female,europe,1,1,Order Received,11-01-2017 11:36:05,ftype
0836b087-9d1e-4aec-9616-de7eb5add451,style3,under-30,female,europe,2,1,Order Received,11-01-2017 04:09:29,btype
92269532-b949-46bd-b245-bcbd9e72e577,style3,under-30,female,europe,2,1,Order Received,11-01-2017 12:38:52,ftype
67dcf45e-3671-42e6-a4a1-9089bcf2ee74,style3,31-to-60,male,us,1,1,Order Received,11-01-2017 19:08:14,atype
7b93df79-dc84-450e-8b4e-1856695ec69f,style3,31-to-60,male,asia,1,1,Order Received,11-01-2017 14:56:02,atype
ecb875f3-f5c0-4fa3-80e4-5fd6f271d037,style3,31-to-60,male,asia,2,1,Order Received,11-01-2017 03:48:14,ftype
dad6c5ff-d07c-463d-9cc6-f2620ef27244,style3,31-to-60,male,europe,1,1,Order Received,11-01-2017 20:18:34,ctype
3ffdd34e-1b56-44f1-a4d4-31215c69f0de,style3,31-to-60,male,europe,2,1,Order Received,11-01-2017 12:26:23,ftype
152356b7-986a-421f-84d5-c5ab9dbe95cc,style3,31-to-60,male,europe,2,1,Order Received,11-01-2017 15:36:19,ftype
e98fa48e-00ae-4c07-ad1a-f30d8e96a872,style3,31-to-60,female,us,1,1,Order Received,11-01-2017 05:19:38,btype
cd63b21b-1242-4982-be0a-9298c09bec2c,style3,31-to-60,female,us,1,1,Order Received,11-01-2017 12:38:37,ctype
190fd22a-5a21-4607-8b23-d9617f290cf5,style3,31-to-60,female,us,1,1,Order Received,11-01-2017 21:24:34,ftype
cfb8265d-1a90-4e70-adb1-dae5e0da5f0b,style3,31-to-60,female,us,2,1,Order Received,11-01-2017 04:07:40,ftype
b6b592c7-d46d-40f7-be02-774958c2857e,style3,31-to-60,female,asia,2,1,Order Received,11-01-2017 00:46:16,etype
a9e22b68-1983-4d98-9a5d-4011b86cd7ac,style3,31-to-60,female,europe,1,1,Order Received,11-01-2017 02:02:59,btype
d1eba4d2-012a-4687-9dcd-721c1d7b6357,style3,31-to-60,female,europe,1,1,Order Received,11-01-2017 05:30:43,btype
20e3a5eb-9e4f-48c3-986f-db12c9d4ebab,style3,31-to-60,female,europe,2,1,Order Received,11-01-2017 09:29:57,ctype
b93fb336-c0e9-410e-b5b7-9d02c6f93018,style3,31-to-60,female,europe,2,1,Order Received,11-01-2017 10:20:36,atype
fa35fdab-ac11-4ce7-a48c-e69916271e80,style3,over-60,male,us,1,1,Order Received,11-01-2017 19:44:37,ctype
eff53381-2c6a-4dcf-9e1f-356e4ccc8c40,style3,over-60,male,us,1,1,Order Received,11-01-2017 20:42:26,etype
7979b2a5-de44-4336-a7a6-8e9f19cf7515,style3,over-60,male,us,2,1,Order Received,11-01-2017 08:35:55,ftype
5710508d-e07e-429d-892b-79309b951e8a,style3,over-60,male,us,2,1,Order Received,11-01-2017 20:58:51,btype
9fde2bce-dc74-4fc5-8897-73784fbb1b73,style3,over-60,male,asia,1,1,Order Received,11-01-2017 14:43:28,ftype
5f4cfa86-771b-4a9b-a092-c31cb901bd3d,style3,over-60,male,asia,1,1,Order Received,11-01-2017 20:10:11,ctype
e7f49aa4-9839-4204-9096-2396941cb5e5,style3,over-60,male,asia,2,1,Order Received,11-01-2017 03:36:01,btype
2923d9cb-c06c-479e-8f37-35599eda7a73,style3,over-60,male,europe,2,1,Order Received,11-01-2017 09:51:19,btype
9638de02-0666-485b-8ebc-3530fe894efe,style3,over-60,male,europe,2,1,Order Received,11-01-2017 11:23:34,btype
e1fcd4bf-9633-46f5-bc72-a27143d072e8,style3,over-60,female,us,1,1,Order Received,11-01-2017 12:44:03,ftype
2c818d29-f167-498d-9fce-169eb3d3f648,style3,over-60,female,europe,2,1,Order Received,11-01-2017 08:51:42,atype
ef006f09-05b3-4925-bb5c-3e3220a9b315,style3,over-60,female,europe,2,1,Order Received,11-01-2017 21:38:05,ftype
f2fa3073-f47b-44c8-87f8-4b350186d586,style4,under-30,male,us,2,1,Order Received,11-01-2017 03:26:57,btype
8aceb30c-9c59-41a5-8045-0ab89c6295b9,style4,under-30,male,asia,1,1,Order Received,11-01-2017 09:03:37,btype
8c941b04-042c-4967-88c6-bd99851fdca6,style4,under-30,male,asia,1,1,Order Received,11-01-2017 21:47:19,dtype
d206f5ed-babb-4e83-8d6f-6e80d89f4e26,style4,under-30,male,europe,1,1,Order Received,11-01-2017 07:29:10,ctype
0701ad3a-c961-4dd9-9c9a-f00f29bb39f7,style4,under-30,male,europe,1,1,Order Received,11-01-2017 14:32:51,etype
e12bd73f-def9-4a8b-a8bc-24ff1dfe8d85,style4,under-30,male,europe,2,1,Order Received,11-01-2017 05:18:29,dtype
bd26433f-eb7a-4498-88f5-ffd6ae506176,style4,under-30,male,europe,2,1,Order Received,11-01-2017 21:52:37,atype
7ee3828f-84f1-435a-a6db-f6c62579809f,style4,under-30,female,us,1,1,Order Received,11-01-2017 01:41:15,atype
732dee88-13df-49f3-914c-1e3fffc8acdf,style4,under-30,female,us,1,1,Order Received,11-01-2017 04:16:33,etype
11d1e88d-d6f4-4613-aee0-a5cc44f25e5f,style4,under-30,female,us,2,1,Order Received,11-01-2017 10:24:50,atype
d09914b6-6fcd-4427-a028-7920bc9c0d25,style4,under-30,female,asia,2,1,Order Received,11-01-2017 01:05:13,etype
60365d2b-b0eb-4f0b-9044-5051ca46516a,style4,31-to-60,male,us,1,1,Order Received,11-01-2017 15:08:01,ftype
4288df3e-0e7d-4b62-815f-def6c91ee9d0,style4,31-to-60,male,us,1,1,Order Received,11-01-2017 21:01:18,dtype
56d41182-cebb-4f6e-b59e-76d3dbe9944d,style4,31-to-60,male,us,1,1,Order Received,11-01-2017 22:07:52,etype
34fe5d07-cfa1-459d-b43a-31fdf4b16d10,style4,31-to-60,male,us,2,1,Order Received,11-01-2017 07:05:25,atype
b6157579-ed2d-4c1d-bc5d-7cdf040614d6,style4,31-to-60,male,asia,1,1,Order Received,11-01-2017 02:54:07,etype
c07a6ab8-6104-4f4c-bfce-6e655db81d1e,style4,31-to-60,male,asia,1,1,Order Received,11-01-2017 12:03:54,atype
8745475b-e571-4b1a-8e2c-5bde38c8b0aa,style4,31-to-60,male,asia,2,1,Order Received,11-01-2017 18:12:48,etype
fc30147b-8ee1-4526-af90-381a9a315c89,style4,31-to-60,male,europe,1,1,Order Received,11-01-2017 01:55:08,atype
b864ecc4-9328-4e41-ae62-6722a69e905e,style4,31-to-60,female,us,1,1,Order Received,11-01-2017 19:06:25,etype
6b26628d-e23b-4d97-8d74-f0511fb85149,style4,31-to-60,female,us,1,1,Order Received,11-01-2017 22:16:00,dtype
eb923fc7-9648-4f4c-abcc-8d878ad9fd9a,style4,31-to-60,female,us,2,1,Order Received,11-01-2017 18:29:48,atype
68c5dae1-1e6a-43b7-9284-02b464765639,style4,31-to-60,female,asia,1,1,Order Received,11-01-2017 15:24:50,ftype
52274b5e-7fa6-46c8-9fad-14e87d9bf5b8,style4,31-to-60,female,europe,1,1,Order Received,11-01-2017 09:32:47,atype
3dc5e745-b368-4d49-8861-73e1c76ff8b9,style4,31-to-60,female,europe,1,1,Order Received,11-01-2017 18:40:24,ftype
5f813364-5bfc-4ce7-a551-fea1ae099257,style4,31-to-60,female,europe,2,1,Order Received,11-01-2017 15:11:07,etype
de80864c-d095-4eb1-bb8a-7eeed86648e3,style4,over-60,male,us,1,1,Order Received,11-01-2017 03:52:43,atype
8a89bbdb-f577-49f7-bb78-d0f7d39e444d,style4,over-60,male,us,1,1,Order Received,11-01-2017 11:21:15,atype
3abf9f84-0812-41d0-8d71-52a20b4d4fcc,style4,over-60,male,us,2,1,Order Received,11-01-2017 16:40:38,etype
cdc4b530-f238-48b1-b11f-d26c44f8f4d9,style4,over-60,male,us,2,1,Order Received,11-01-2017 18:07:33,ftype
a4b97179-871e-4076-b59e-58c1941a26af,style4,over-60,male,asia,1,1,Order Received,11-01-2017 01:06:03,etype
c46c1c3f-82e3-4471-8fd4-44a226ded725,style4,over-60,male,asia,2,1,Order Received,11-01-2017 03:29:08,ctype
2ada4f69-0294-4814-abc9-89818927c045,style4,over-60,male,asia,2,1,Order Received,11-01-2017 21:03:59,ctype
e6e5993f-3d23-40d5-b550-8ed6efa81a70,style4,over-60,female,us,1,1,Order Received,11-01-2017 00:55:33,btype
28dd4a90-7ceb-4129-8cf5-95050be528f2,style4,over-60,female,asia,2,1,Order Received,11-01-2017 02:45:04,etype
311e0272-b86d-4020-94a8-f4ed1adce1f6,style4,over-60,female,asia,2,1,Order Received,11-01-2017 10:04:46,dtype
ea517013-b08d-41e4-a54b-2536b859fe5f,style1,under-30,male,us,2,1,Order Received,11-02-2017 09:44:37,etype
badf16fd-4498-4bb8-91a7-00da25d7cdc1,style1,under-30,male,asia,1,1,Order Received,11-02-2017 04:01:01,ctype
683aebe4-376a-4407-a661-3c12f2b8ddd9,style1,under-30,male,asia,1,1,Order Received,11-02-2017 09:42:37,ctype
f80cdd6d-20da-41f0-b8a8-6c7eb8bcb5f6,style1,under-30,male,asia,1,1,Order Received,11-02-2017 11:58:08,atype
d295af3d-344e-4424-9e8c-eabf3f071d64,style1,under-30,male,asia,1,1,Order Received,11-02-2017 16:22:14,dtype
7dcff90d-b07b-40c4-a27c-14fc130455ab,style1,under-30,male,asia,2,1,Order Received,11-02-2017 15:36:53,etype
44a96aec-bc6c-424d-9dce-ac3b70e8614b,style1,under-30,male,asia,2,1,Order Received,11-02-2017 20:28:46,ftype
8976df16-8a65-457c-9bf7-bc3003a2040b,style1,under-30,male,europe,2,1,Order Received,11-02-2017 04:29:17,etype
974a0f7a-2908-4d85-81bd-3f269d988dee,style1,under-30,male,europe,2,1,Order Received,11-02-2017 05:37:11,dtype
e7435c39-b359-4f1e-bbce-76807e603e1f,style1,under-30,male,europe,2,1,Order Received,11-02-2017 10:15:39,btype
0cb2046f-9403-4c54-bb4c-f8e587f76062,style1,under-30,female,us,1,1,Order Received,11-02-2017 02:26:12,etype
5887a22e-eb7b-42ef-b658-24200e40509b,style1,under-30,female,us,2,1,Order Received,11-02-2017 23:28:34,ftype
09609ca1-fb6c-4039-ae2c-e041155c7eed,style1,under-30,female,us,2,1,Order Received,11-02-2017 23:41:12,ftype
271c5970-9af6-4e29-aff8-dc85f5eae825,style1,under-30,female,asia,1,1,Order Received,11-02-2017 12:07:27,btype
0e6fcfee-98ef-41d1-b0f4-0825d41f4a62,style1,under-30,female,asia,2,1,Order Received,11-02-2017 13:51:16,dtype
65d1987a-0f1e-41f1-9b42-3c80b0523cfe,style1,under-30,female,europe,1,1,Order Received,11-02-2017 15:28:52,ftype
3859be96-6b3e-4da2-97c0-d7fc1c43c8d7,style1,under-30,female,europe,1,1,Order Received,11-02-2017 16:05:34,ftype
de7af1f0-159d-4bcf-aeac-e66c141057ad,style1,under-30,female,europe,2,1,Order Received,11-02-2017 23:56:18,atype
ff13f446-019d-4e1f-8537-7467cd07b6ee,style1,31-to-60,male,us,2,1,Order Received,11-02-2017 08:04:19,etype
8e861759-9e82-4f5d-8e10-995db2b0e222,style1,31-to-60,male,asia,1,1,Order Received,11-02-2017 03:20:21,btype
f633cb9c-20a9-4413-9588-6efa21c69e1f,style1,31-to-60,male,asia,1,1,Order Received,11-02-2017 10:31:39,ctype
d1a24c8f-99da-4148-a045-3884ad2ee22b,style1,31-to-60,male,asia,2,1,Order Received,11-02-2017 01:41:20,ctype
e3ec17e0-18a4-4c09-98c8-fa06035cb120,style1,31-to-60,male,europe,1,1,Order Received,11-02-2017 05:02:22,ctype
3bde1f2c-ecdf-4d19-b9f1-54c47faf1396,style1,31-to-60,male,europe,1,1,Order Received,11-02-2017 14:21:28,dtype
0eaf6708-5084-4f3a-83d2-939fe8ed947e,style1,31-to-60,male,europe,2,1,Order Received,11-02-2017 11:26:59,etype
1d420b21-b998-4c40-9a5f-725f0e9bb16d,style1,31-to-60,male,europe,2,1,Order Received,11-02-2017 16:06:58,atype
e38d24e9-e6ce-45e6-9588-bd7daf39a6e6,style1,31-to-60,male,europe,2,1,Order Received,11-02-2017 23:38:33,etype
83a896cc-5be9-43f1-ae7a-a21f73608455,style1,31-to-60,female,asia,1,1,Order Received,11-02-2017 04:06:56,ftype
30c6f466-c756-416c-b97e-10d7a9f4e2c4,style1,31-to-60,female,asia,1,1,Order Received,11-02-2017 07:00:35,ctype
4e4d0249-7ba9-4383-b9d3-3388369958b7,style1,31-to-60,female,asia,1,1,Order Received,11-02-2017 20:08:41,ctype
