stageNum,timestamp,type,id
3,2018-10-31T19:38:09.212894,btype,dd031bf8-9ae8-4fa2-b832-ec40d7afe6a6
3,2018-10-31T19:38:12.212894,dtype,64e87ae4-0c72-45a9-8a38-6dfe088c599a
3,2018-10-31T19:38:15.212894,btype,7de0d70d-0a81-4e65-8c28-b95a5b306604
3,2018-10-31T19:38:18.212894,etype,c05580b1-b8c9-4584-8ced-272343398ce5
3,2018-10-31T19:38:21.212894,dtype,05d7315e-9a7a-4cf7-adbd-d92830326608
3,2018-10-31T19:38:24.212894,btype,fc5b86c6-8c4a-40a1-80c3-86992fcc2d88
3,2018-10-31T19:38:27.212894,btype,be2c5b90-86b6-4f56-9b89-4d4ddda6383c
3,2018-10-31T19:38:30.212894,ftype,61862177-7c53-4c3b-91a5-23b7768c5182
3,2018-10-31T19:38:33.212894,dtype,67cb22e1-a580-4a3e-a73c-7bd23e1905c5
3,2018-10-31T19:38:36.212894,ctype,834a3e08-e0d5-4d8d-8fa1-7a26efc5150e
3,2018-10-31T19:38:39.212894,dtype,c1c8e587-a895-433d-aa84-40fd4965905e
3,2018-10-31T19:38:42.212894,etype,cf53aa4b-8e2d-4bbe-863f-31453781c7af
3,2018-10-31T19:38:45.212894,ctype,5d5bbadc-6fe6-41f6-90e3-45c34b548187
3,2018-10-31T19:38:48.212894,atype,d9b1f30f-4322-4948-9881-95808aee3a75
3,2018-10-31T19:38:51.212894,ftype,474e4af8-040e-4029-8bf3-3f9f0cacf066
3,2018-10-31T19:38:54.212894,dtype,eaa20af1-f35e-4c4c-b29c-1958963ee6c4
3,2018-10-31T19:38:57.212894,btype,61d7dca7-ca44-4ab8-91fd-d9b4f9bdd074
3,2018-10-31T19:39:00.212894,ftype,e05b4d75-debd-4715-8190-18e8034d5360
3,2018-10-31T19:39:03.212894,etype,0ee40817-6840-4430-a728-8b6222557644
3,2018-10-31T19:39:06.212894,ftype,86684966-2300-4a1d-813b-a9ce4a4bf493
3,2018-10-31T19:39:09.212894,ftype,36f91f57-02fb-4c6e-9236-ab722428254f
3,2018-10-31T19:39:12.212894,ctype,510e0fb0-28af-4094-a474-a8a0855e2506
3,2018-10-31T19:39:15.212894,btype,e3af15e1-f954-4c1f-b6a4-8679b62ae57b
3,2018-10-31T19:39:18.212894,ftype,68bd8d4d-83f5-4675-bf8d-ffe1fc761a7a
3,2018-10-31T19:39:21.212894,etype,c53dd514-d262-4af5-b933-c089686d43cb
3,2018-10-31T19:39:24.212894,atype,bf0db6b8-f92a-4d9e-a2cc-abb9bcb98b59
3,2018-10-31T19:39:27.212894,btype,6f2bb220-26b5-42a7-97c4-4de9a1e4c20c
3,2018-10-31T19:39:30.212894,ctype,cafa1db9-7a9f-4596-9754-0c6748ff5747
3,2018-10-31T19:39:33.212894,btype,a9c854c4-f6be-4807-a975-270ab66309da
3,2018-10-31T19:39:36.212894,btype,e12da712-e590-4069-8a1b-395160e26ba6
3,2018-10-31T19:39:39.212894,dtype,a226e49b-84cb-437b-a9c0-6109008861b3
3,2018-10-31T19:39:42.212894,ctype,2b5ce4d4-709d-45a8-a97d-54e11e7ecbe3
3,2018-10-31T19:39:45.212894,ftype,1f0138e4-8801-4cd2-84cb-57896cfb0929
3,2018-10-31T19:39:48.212894,ftype,14cc6880-e009-4469-929c-f73e92e32f89
3,2018-10-31T19:39:51.212894,btype,eb4fd69d-52f2-4673-9610-085139de96da
3,2018-10-31T19:39:54.212894,atype,b2043782-240a-4d7a-b3df-21cbdb3c56a8
3,2018-10-31T19:39:57.212894,ftype,c4ec536a-fb20-4b8d-a969-1f8958b87d4d
3,2018-10-31T19:40:00.212894,ftype,f9c46552-3d10-438c-aceb-b7da3d495b55
3,2018-10-31T19:40:03.212894,dtype,bd2d68fa-7207-4194-b446-dc97c127a966
3,2018-10-31T19:40:06.212894,ctype,d250a250-f13e-4e23-b9f3-7e56f480d0d2
3,2018-10-31T19:40:09.212894,ftype,9281993f-596d-4402-94a3-b08b1d1280a9
3,2018-10-31T19:40:12.212894,dtype,d876cb95-2ce0-4972-9739-0c6081d3387a
3,2018-10-31T19:40:15.212894,ftype,d9506d91-e077-460a-a319-f02829c9ba9c
3,2018-10-31T19:40:18.212894,atype,7ba8b243-802d-48c4-a747-6bd872df8776
3,2018-10-31T19:40:21.212894,ftype,bb73ee51-c24c-4376-a66f-1aacebfd0a99
3,2018-10-31T19:40:24.212894,atype,69c9d886-f128-44d9-a40a-8fedcce44110
3,2018-10-31T19:40:27.212894,dtype,93194294-1f3d-4f5a-9e03-934ab8e915c0
3,2018-10-31T19:40:30.212894,btype,8a63fd37-b27d-4625-a317-a25d4a8d61f9
3,2018-10-31T19:40:33.212894,atype,495b0d0e-2303-4ebd-84a5-315f44c988d9
3,2018-10-31T19:40:36.212894,btype,9c283e70-3145-4f93-9410-e6f8d51d3433
3,2018-10-31T19:40:39.212894,ftype,d43db446-6501-4441-86d4-1a91dcbd5112
3,2018-10-31T19:40:42.212894,atype,f41c6ae6-c729-4465-a624-f92a82d3e754
3,2018-10-31T19:40:45.212894,btype,67675b65-c19f-49e4-a589-1a02420b8a55
3,2018-10-31T19:40:48.212894,dtype,e928019f-9a24-4060-9544-36170eea3fc1
3,2018-10-31T19:40:51.212894,btype,79db6dcd-aa9c-4a7d-9d40-000803c4ae1a
3,2018-10-31T19:40:54.212894,ctype,b6aedbd9-98ec-4ac7-ade3-85f29dab47ad
3,2018-10-31T19:40:57.212894,dtype,19b4fcbe-91df-4567-bddf-59baf47eca8d
3,2018-10-31T19:41:00.212894,etype,b15e6403-30d2-4583-894e-9745f8889987
3,2018-10-31T19:41:03.212894,dtype,b36859f9-8aef-493f-912c-1693abddf3e2
3,2018-10-31T19:41:06.212894,atype,3736ca7e-e015-46bb-ac73-a9c725d159f4
3,2018-10-31T19:41:09.212894,dtype,e8993524-5d25-4ad5-9568-dbf988eb5d16
3,2018-10-31T19:41:12.212894,dtype,ba064899-31c9-4cc7-a7de-c20d7f471943
3,2018-10-31T19:41:15.212894,ctype,9540f39a-a335-46ec-91d2-915d2454ce8c
3,2018-10-31T19:41:18.212894,ftype,1801974b-4724-423b-9884-b2467068e6be
3,2018-10-31T19:41:21.212894,ftype,da8c71d4-6dc5-4612-9248-e55a8a621326
3,2018-10-31T19:41:24.212894,atype,7531d392-15e0-4463-bf57-3af6d8c135dc
3,2018-10-31T19:41:27.212894,ftype,49174d25-71e4-4af1-b70f-f17b2d9163d7
3,2018-10-31T19:41:30.212894,ftype,0baf812f-6512-43d8-98b0-67e0ad860502
3,2018-10-31T19:41:33.212894,etype,dc107817-1f3c-4f36-b0da-de801f46ba2a
3,2018-10-31T19:41:36.212894,etype,d6b7c0bd-1063-448d-bac1-650c424e9c36
3,2018-10-31T19:41:39.212894,etype,fb8bf6e0-46d8-4f5e-8c70-b6bd93bd04fa
3,2018-10-31T19:41:42.212894,ctype,ed6e924f-772b-48b8-879b-325781ac38fa
3,2018-10-31T19:41:45.212894,atype,fd01c023-0fe2-4024-a398-87cadba57998
3,2018-10-31T19:41:48.212894,ftype,298a9bd7-7b87-4aba-8d4a-9010a2d47da7
3,2018-10-31T19:41:51.212894,atype,46250205-a67a-4b69-841a-31969032e2a3
3,2018-10-31T19:41:54.212894,atype,2d360ebc-5e15-4c99-b77d-5243b2171e5f
3,2018-10-31T19:41:57.212894,ftype,532bb5d8-79a9-4479-8335-f72d4e6d0b36
3,2018-10-31T19:42:00.212894,btype,ccbf6119-3469-4351-961a-0c3129a83658
3,2018-10-31T19:42:03.212894,etype,6dca11fe-fa83-462c-acef-274e89e7f82e
3,2018-10-31T19:42:06.212894,ftype,37ce4b1e-1874-471d-9c76-b713864000d4
3,2018-10-31T19:42:09.212894,dtype,e3488206-20a2-4737-b403-53d4a5529f48
3,2018-10-31T19:42:12.212894,ftype,6046d2d1-8250-4523-9a8f-37a4b6da1a7b
3,2018-10-31T19:42:15.212894,etype,c684410b-34a0-4b93-bd74-667b1b5ceeaa
3,2018-10-31T19:42:18.212894,ctype,2c7b77c4-8bd5-45ec-9b91-05d8252a3f31
3,2018-10-31T19:42:21.212894,ctype,78402107-57c8-4839-8a49-9283e939f181
3,2018-10-31T19:42:24.212894,ftype,799f6aee-bb0a-4df1-be05-64edd827b999
3,2018-10-31T19:42:27.212894,etype,8f472181-8943-4b65-9814-37fab949c055
3,2018-10-31T19:42:30.212894,atype,d8f5b98a-d688-4b9d-8850-2b7de404c4cb
3,2018-10-31T19:42:33.212894,atype,f57b3245-e470-4e94-b635-70b1bedb4692
3,2018-10-31T19:42:36.212894,ftype,f87b5cd4-7546-4afe-b058-c4ce034f0cd4
3,2018-10-31T19:42:39.212894,btype,daf094e7-4698-4d31-ae4b-5689413e406a
3,2018-10-31T19:42:42.212894,etype,5285b2e4-0991-4acd-8dde-c113da207637
3,2018-10-31T19:42:45.212894,btype,dde99ec2-3b74-4129-a540-697def570abd
3,2018-10-31T19:42:48.212894,dtype,39d19a61-13bf-4cd0-8cb7-38c9f8d11fb6
3,2018-10-31T19:42:51.212894,ftype,d69f9632-c606-4f95-b9b1-8c40b5b19ebd
3,2018-10-31T19:42:54.212894,btype,d4b040b2-2084-4498-942c-e59c0f16bede
3,2018-10-31T19:42:57.212894,btype,b46bb6ff-1d4f-4bb2-8b2a-5a66453bfe46
3,2018-10-31T19:43:00.212894,ftype,0b457ab6-a4d9-4a5a-8d28-7ddcf788ef18
3,2018-10-31T19:43:03.212894,ctype,04098b50-2941-48eb-93f4-9b1aaddb1f92
3,2018-10-31T19:43:06.212894,atype,21313005-0256-4772-b7b7-645219356ef8
3,2018-10-31T19:43:09.212894,etype,b6d1bd8f-9ed2-4165-a2c8-3ea646e85c6b
3,2018-10-31T19:43:12.212894,btype,084a20ac-de20-4ff3-b243-03784ca4418c
3,2018-10-31T19:43:15.212894,ctype,c958eedf-7859-4df8-83cf-adf7c0694870
3,2018-10-31T19:43:18.212894,btype,32b175cc-be8d-4add-9d35-e8f1881956fb
3,2018-10-31T19:43:21.212894,etype,7e726877-ae07-4f3b-a1b3-f3b3c3b404f7
3,2018-10-31T19:43:24.212894,etype,d79702fd-75d3-4da3-9784-be51175e5b88
3,2018-10-31T19:43:27.212894,ftype,82151049-4035-4107-8f8a-e893ef7f6654
3,2018-10-31T19:43:30.212894,ftype,ddcbc4a3-5f6d-4414-be0a-09e3509af87d
3,2018-10-31T19:43:33.212894,etype,da486df4-bf10-4402-bced-e2a32d02c646
3,2018-10-31T19:43:36.212894,etype,908e45d9-2d21-4dc6-adb5-51d8ebb0c074
3,2018-10-31T19:43:39.212894,ftype,79dd75c9-91ef-4e92-8e68-d31ec609f19e
3,2018-10-31T19:43:42.212894,ctype,9e4847a7-b943-463f-a9c6-f3db6cc10cd7
3,2018-10-31T19:43:45.212894,ftype,8c475c79-0a1f-4fe0-8267-3d06e00c308d
3,2018-10-31T19:43:48.212894,dtype,012f8425-eff3-4476-ad9d-1d97393394f0
3,2018-10-31T19:43:51.212894,ctype,ffac7ea1-025f-4da6-8dca-91d0c14e770b
3,2018-10-31T19:43:54.212894,etype,8048603a-0d07-42dc-8124-e12b9214f062
3,2018-10-31T19:43:57.212894,atype,97915149-aaf6-4559-86ce-0312bbcb847f
3,2018-10-31T19:44:00.212894,ctype,3fdb7475-a352-4249-a4dc-63084989d92c
3,2018-10-31T19:44:03.212894,atype,2b6fbc29-4e8d-4e9d-913c-0d3aa3488d3d
3,2018-10-31T19:44:06.212894,ctype,e1ec6327-38b4-4868-ab5c-9f772e9860db
3,2018-10-31T19:44:09.212894,ftype,3d0f9a08-e80e-47c8-887b-fd926db01095
3,2018-10-31T19:44:12.212894,dtype,d69b7e30-3369-4846-be09-554fe1d05c80
3,2018-10-31T19:44:15.212894,btype,04c71506-4966-42a7-b516-00e2021fe6c9
3,2018-10-31T19:44:18.212894,atype,00236bb7-220c-4ad8-abf1-b66c89fb894f
3,2018-10-31T19:44:21.212894,ctype,6abc9fc1-1f31-42d6-901e-1e26f20a02f1
3,2018-10-31T19:44:24.212894,etype,8a626f35-af69-4be3-aa89-604218e9d79b
3,2018-10-31T19:44:27.212894,atype,33c6c2d5-7627-4e51-9e1c-ee1238c97f1c
3,2018-10-31T19:44:30.212894,dtype,01338ed2-4bfb-4426-be37-101348c15b7a
3,2018-10-31T19:44:33.212894,dtype,9831a19b-7f41-40f3-a154-679cbd9cee2b
3,2018-10-31T19:44:36.212894,ftype,b95421bd-3774-48c7-8de3-301aaf2a763e
3,2018-10-31T19:44:39.212894,dtype,78352d00-524d-448a-a7f0-707a8129aa61
3,2018-10-31T19:44:42.212894,atype,59d2e82a-90bd-42b0-8fba-2763329a2ca9
3,2018-10-31T19:44:45.212894,etype,b1c711d3-0a5b-4ea3-a482-bf14e7ff51e0
3,2018-10-31T19:44:48.212894,etype,b1595f0e-bc2f-4c16-a365-29f76a589e42
3,2018-10-31T19:44:51.212894,ftype,9283c969-f1dc-48b8-b659-c71eb10f367a
3,2018-10-31T19:44:54.212894,atype,ac7cc612-ca16-47c0-bfd1-a54a395e78c4
3,2018-10-31T19:44:57.212894,ctype,de4538cc-00a5-4588-a2c6-023e4c4b1e59
3,2018-10-31T19:45:00.212894,dtype,e6a0dc9b-2243-4254-a4a5-70ef2f89e4b3
3,2018-10-31T19:45:03.212894,dtype,e2af7b99-5629-4daf-8b10-4d8fab0ef4c3
3,2018-10-31T19:45:06.212894,ctype,55435922-d418-4474-972a-4b644b459e26
3,2018-10-31T19:45:09.212894,atype,448caa19-d650-4918-8a0c-8a70c2d2d71e
3,2018-10-31T19:45:12.212894,ctype,c36620f8-50ec-4d24-abd3-6421f6cff333
3,2018-10-31T19:45:15.212894,etype,71393182-2ec1-42d1-9b20-1bdee730a879
3,2018-10-31T19:45:18.212894,ctype,c3677837-a1ac-4351-a90b-f8d8d408ae45
3,2018-10-31T19:45:21.212894,etype,ae25c8ea-135d-4a54-ae77-ec58124ba9c4
3,2018-10-31T19:45:24.212894,ctype,80af2371-2d05-43ba-ac06-10107651f47c
3,2018-10-31T19:45:27.212894,btype,c3fe84e9-c230-4aef-81ce-2401daea653d
3,2018-10-31T19:45:30.212894,dtype,e5593465-a2b7-462b-930d-da70b81b069d
3,2018-10-31T19:45:33.212894,atype,9473d4b7-f30b-4001-8d08-fde179bcc226
3,2018-10-31T19:45:36.212894,atype,b2de13e4-d85a-4d07-8cfc-ac72a414b778
3,2018-10-31T19:45:39.212894,etype,a9eb7d97-2abe-49c1-b514-dce8de5b75b3
3,2018-10-31T19:45:42.212894,ftype,e952c349-498f-415a-b5ab-ba8a8c9f0f92
3,2018-10-31T19:45:45.212894,etype,0d8632af-fd41-4135-a9f2-afde17d24012
3,2018-10-31T19:45:48.212894,atype,9c952756-9cb0-4603-a879-15ffa51f4045
3,2018-10-31T19:45:51.212894,ftype,77e0e0c6-c192-4352-8336-ff3bc1608d63
3,2018-10-31T19:45:54.212894,btype,4ba9a39c-e364-4569-a122-33845c16f893
3,2018-10-31T19:45:57.212894,ftype,87dfc810-f1a9-4925-85f2-0000bde9c7b8
3,2018-10-31T19:46:00.212894,ftype,20dc82c8-a84f-4744-aacc-6d60a70ec832
3,2018-10-31T19:46:03.212894,atype,966b95db-db7d-4fb7-a725-c177c2a67b0d
3,2018-10-31T19:46:06.212894,dtype,be2cf4fa-1c7b-4721-9ad1-ea6e9ad26931
3,2018-10-31T19:46:09.212894,ftype,af9c8817-c683-476e-b32b-83611ff4d2a7
3,2018-10-31T19:46:12.212894,ftype,77c161e5-446d-40c8-b158-6e9c11b1f40d
3,2018-10-31T19:46:15.212894,dtype,fe676ba7-efa3-4948-b3a5-436f5ac120f8
3,2018-10-31T19:46:18.212894,etype,86abce8d-6a82-457f-9392-8d9847404258
3,2018-10-31T19:46:21.212894,dtype,4999ef1e-322b-4865-9090-fabafbb96f32
3,2018-10-31T19:46:24.212894,ftype,c0d02933-2d97-4cd0-96b0-f6bb2f3b3a02
3,2018-10-31T19:46:27.212894,etype,8e0c11fb-4677-49da-894e-e6121845bbe9
3,2018-10-31T19:46:30.212894,btype,e0f4cd03-b01d-432a-8997-bf054ccdb705
3,2018-10-31T19:46:33.212894,ftype,dc5d8b77-5814-4300-bc3d-c8a8ec70016e
3,2018-10-31T19:46:36.212894,ctype,8b6f3c30-be8a-4271-a34d-7ab0f3c2762b
3,2018-10-31T19:46:39.212894,atype,9a223519-33bf-44d4-b3eb-884f07fae974
3,2018-10-31T19:46:42.212894,etype,fd50d9e0-b13a-4f49-b915-754565cdc87b
3,2018-10-31T19:46:45.212894,ctype,027373ac-f70d-4cca-aa3a-3f968e345813
3,2018-10-31T19:46:48.212894,atype,13f222a6-7b22-49b4-87db-fde37b54c2dc
3,2018-10-31T19:46:51.212894,ftype,4410312e-09ed-4600-ac32-399d97624333
3,2018-10-31T19:46:54.212894,ctype,bf3ce91d-6f16-43df-bd72-dfa745aac60f
3,2018-10-31T19:46:57.212894,etype,493524a7-8b83-4dac-a277-c61e3c19a89f
3,2018-10-31T19:47:00.212894,atype,f2d6ba8e-d0b4-4ac5-bcf3-785a52241779
3,2018-10-31T19:47:03.212894,ftype,e0d8c5a8-eeae-4c39-8074-db7fbc368016
3,2018-10-31T19:47:06.212894,ctype,702b4266-f1bd-4c60-a0e1-7f9b7658785c
3,2018-10-31T19:47:09.212894,ctype,e5fcbfe6-9229-4a48-878e-066729941f92
3,2018-10-31T19:47:12.212894,atype,6d8c2435-e216-4c77-8cef-ec3016df02c2
3,2018-10-31T19:47:15.212894,etype,8f65ade9-3e38-4e26-ade5-82096a7f7391
3,2018-10-31T19:47:18.212894,atype,3c3f4fc0-390e-4717-b5d0-0faf04f3fb99
3,2018-10-31T19:47:21.212894,btype,ac83ca1d-9c80-4926-8e38-bed8deb152f1
3,2018-10-31T19:47:24.212894,dtype,71c356f7-2d77-4a19-b100-b5a2e945d2ac
3,2018-10-31T19:47:27.212894,btype,899c6a70-4c17-4612-bc3a-031070b63784
3,2018-10-31T19:47:30.212894,btype,10cbb4c3-b789-4e4f-be6e-c3920c934bb7
3,2018-10-31T19:47:33.212894,atype,d803dbfc-a3d0-47c9-b875-ac2d46dfe95b
3,2018-10-31T19:47:36.212894,etype,f8239ce5-c0cb-426d-8957-4caa6f7fb8ad
3,2018-10-31T19:47:39.212894,ftype,6954a0d3-89ca-4d0f-8783-4665c0dc13e2
3,2018-10-31T19:47:42.212894,btype,9fbb8f5e-4641-4d13-95ac-74b1b03275c9
3,2018-10-31T19:47:45.212894,ctype,752aacf5-6cec-4dea-ae02-0e53d5fa4c2f
3,2018-10-31T19:47:48.212894,atype,5df6cefb-356d-461c-b88e-3cbd374fbcc8
3,2018-10-31T19:47:51.212894,ctype,f76e3be4-c6a5-457e-9c01-8a9eb9782482
3,2018-10-31T19:47:54.212894,atype,b8cc22ee-5657-4d47-87c4-a076eea90d84
3,2018-10-31T19:47:57.212894,dtype,c5ecc110-b72f-446a-8556-c3ef12c1ec45
3,2018-10-31T19:48:00.212894,ctype,7bd4784f-f54d-4a4c-a745-bcce25a24006
3,2018-10-31T19:48:03.212894,atype,56d521d3-0c7c-4819-a677-45de213df426
3,2018-10-31T19:48:06.212894,dtype,a293bd30-7c82-403f-9c9e-59b4adecb9ae
3,2018-10-31T19:48:09.212894,ctype,dad88550-80fd-4402-b4c0-7546f6038ce7
3,2018-10-31T19:48:12.212894,atype,92b549ee-0786-4ad8-bfca-513b9957c644
3,2018-10-31T19:48:15.212894,ctype,fb6c959c-0609-4f1e-94f9-d9f6476ee280
3,2018-10-31T19:48:18.212894,ctype,b051f2c4-f3ac-4a55-93fc-e7becb56b5b3
3,2018-10-31T19:48:21.212894,btype,c55f7ba6-f198-4582-8dc7-b6d4e7873c53
3,2018-10-31T19:48:24.212894,dtype,dd94bec1-0c00-4ccc-8b9f-6b59acf1c66a
3,2018-10-31T19:48:27.212894,btype,6f113920-a76f-4317-beaf-4624b2cdfff3
3,2018-10-31T19:48:30.212894,dtype,1088f995-884f-4cec-89b8-201313ddd4e0
3,2018-10-31T19:48:33.212894,etype,d8d6d7dd-a4c2-40eb-901e-1943f0092ba0
3,2018-10-31T19:48:36.212894,btype,f758b894-4968-46c7-9c2e-55a675391775
3,2018-10-31T19:48:39.212894,ftype,ffc1d3d0-19f7-4b32-b858-3c2402edd84c
3,2018-10-31T19:48:42.212894,dtype,ed6b8569-bbf6-4329-854e-22c9b1565075
3,2018-10-31T19:48:45.212894,ftype,3d9e018d-2e1b-44a5-9bf6-ecae22377f29
3,2018-10-31T19:48:48.212894,btype,6c701b3f-2957-4cf7-ab35-8fb212779365
3,2018-10-31T19:48:51.212894,dtype,2d9da868-a90b-45cc-8c39-95982769bf07
3,2018-10-31T19:48:54.212894,btype,6f372470-5a00-41c9-a200-eb3a1733cb1f
3,2018-10-31T19:48:57.212894,ctype,56d45b1c-a215-4f51-91d4-cf8f08c9fffa
3,2018-10-31T19:49:00.212894,ftype,7447ae0f-1cc6-4911-8fdc-e8a886f0d14a
3,2018-10-31T19:49:03.212894,ctype,a76152d7-ec70-4b69-8f26-20d46dfa9c00
3,2018-10-31T19:49:06.212894,btype,9cc0957d-4d69-4fe5-bf2c-7e1290097019
3,2018-10-31T19:49:09.212894,ctype,d8bf4372-54b0-4962-817d-9f19a97c3f53
3,2018-10-31T19:49:12.212894,etype,a9979040-40fd-498b-910e-d98cde47a62f
3,2018-10-31T19:49:15.212894,etype,538bef58-1c5b-4328-8b2f-4a367c338b30
3,2018-10-31T19:49:18.212894,etype,1d2f5ed7-25e6-4ec6-987a-e2fac8d2b9b7
3,2018-10-31T19:49:21.212894,atype,3d225c10-98ba-4a55-95a5-aa27901f3bdf
3,2018-10-31T19:49:24.212894,atype,caf67821-1f32-456f-b047-eb10fe04ae52
3,2018-10-31T19:49:27.212894,atype,2f497f13-ffba-431a-8cb2-7862b7024729
3,2018-10-31T19:49:30.212894,atype,713e6c12-20d4-4915-af8a-41aea6aef799
3,2018-10-31T19:49:33.212894,btype,2c90130d-1b20-4a73-8495-4a176948845a
3,2018-10-31T19:49:36.212894,etype,a3d76aca-2a43-44ec-9870-5c3a1119cafa
3,2018-10-31T19:49:39.212894,dtype,de504403-73df-41bd-a974-a1e32878f360
3,2018-10-31T19:49:42.212894,ctype,1f2af419-c188-4aab-a878-b808269e7cd7
3,2018-10-31T19:49:45.212894,etype,2e4a4515-d1d8-4f98-9264-90db44d7ce25
3,2018-10-31T19:49:48.212894,ctype,7229d702-8bbe-4910-b2c1-07988c7397fa
3,2018-10-31T19:49:51.212894,ftype,1aa5a47a-c614-4091-9b2c-cb498527eb37
3,2018-10-31T19:49:54.212894,ctype,2a9a779b-e008-4d2f-8e25-b8fce80368e2
3,2018-10-31T19:49:57.212894,atype,6c20811d-3fd4-4f4b-bb33-40aa28faf3b4
3,2018-10-31T19:50:00.212894,btype,2b1b2c81-df09-4784-a40d-1d47776b6366
3,2018-10-31T19:50:03.212894,dtype,13c1992f-c814-41ae-802c-1eeb988bbedd
3,2018-10-31T19:50:06.212894,etype,aa51f685-162b-4388-b181-25173d4ce369
3,2018-10-31T19:50:09.212894,ftype,db138a98-4623-44b2-8da2-8a94c9ddcbfa
3,2018-10-31T19:50:12.212894,etype,6ac9317b-ac61-4cf9-9a22-fb361243a6ad
3,2018-10-31T19:50:15.212894,dtype,c01598e7-b3d1-4bb4-9e87-47dc28d4e6c3
3,2018-10-31T19:50:18.212894,etype,3ba8b4f9-8613-4faf-890f-ac1e9b4d0dad
3,2018-10-31T19:50:21.212894,btype,23278c57-f4e1-44ea-a837-d87fc1bbe20b
3,2018-10-31T19:50:24.212894,ftype,0e07048c-765b-4a1e-92c2-01bc779c7f5a
3,2018-10-31T19:50:27.212894,etype,0b458345-eee5-4f62-96d4-fab1901a9595
3,2018-10-31T19:50:30.212894,ftype,9cfe667a-2c5d-4bce-a921-67bbfb0787bb
3,2018-10-31T19:50:33.212894,ctype,8a9306a9-f6c7-4e75-9f16-e1ecb53e5f93
3,2018-10-31T19:50:36.212894,ctype,ae0ea12b-844d-44c9-a36b-12f5bf0d597f
