"id","productStyle","age","gender","region","node","stageNum","stageName","timestamp"
17861,"style1","under-30","female","europe",1,1,"Order Received","12-01-2017 16:37:54"
17862,"style1","under-30","female","europe",1,1,"Order Received","12-01-2017 18:28:02"
17863,"style1","under-30","female","europe",1,1,"Order Received","12-01-2017 18:52:19"
17864,"style1","under-30","female","europe",2,1,"Order Received","12-01-2017 00:28:57"
17865,"style1","under-30","female","europe",2,1,"Order Received","12-01-2017 00:31:40"
17866,"style1","under-30","female","europe",2,1,"Order Received","12-01-2017 07:07:12"
17867,"style1","under-30","female","europe",2,1,"Order Received","12-01-2017 18:19:46"
17868,"style1","31-to-60","male","us",1,1,"Order Received","12-01-2017 02:42:01"
17869,"style1","31-to-60","male","us",1,1,"Order Received","12-01-2017 06:27:47"
17870,"style1","31-to-60","male","us",1,1,"Order Received","12-01-2017 11:09:45"
17871,"style1","31-to-60","male","us",1,1,"Order Received","12-01-2017 14:14:59"
17872,"style1","31-to-60","male","us",1,1,"Order Received","12-01-2017 15:36:54"
17873,"style1","31-to-60","male","us",1,1,"Order Received","12-01-2017 20:18:39"
17874,"style1","31-to-60","male","us",1,1,"Order Received","12-01-2017 21:44:30"
17875,"style1","31-to-60","male","us",2,1,"Order Received","12-01-2017 15:19:06"
17876,"style1","31-to-60","male","us",2,1,"Order Received","12-01-2017 19:44:10"
17877,"style1","31-to-60","male","us",2,1,"Order Received","12-01-2017 22:35:43"
17878,"style1","31-to-60","male","us",2,1,"Order Received","12-01-2017 23:55:49"
17879,"style1","31-to-60","male","asia",1,1,"Order Received","12-01-2017 04:00:16"
17880,"style1","31-to-60","male","asia",1,1,"Order Received","12-01-2017 15:41:05"
17881,"style1","31-to-60","male","europe",2,1,"Order Received","12-01-2017 06:06:07"
17882,"style1","31-to-60","male","europe",2,1,"Order Received","12-01-2017 15:02:59"
17883,"style1","31-to-60","male","europe",2,1,"Order Received","12-01-2017 23:40:14"
17884,"style1","31-to-60","female","us",1,1,"Order Received","12-01-2017 11:54:13"
17885,"style1","31-to-60","female","us",1,1,"Order Received","12-01-2017 21:47:22"
17886,"style1","31-to-60","female","us",1,1,"Order Received","12-01-2017 22:48:04"
17887,"style1","31-to-60","female","us",2,1,"Order Received","12-01-2017 05:05:35"
17888,"style1","31-to-60","female","us",2,1,"Order Received","12-01-2017 17:51:06"
17889,"style1","31-to-60","female","asia",1,1,"Order Received","12-01-2017 01:50:04"
17890,"style1","31-to-60","female","asia",1,1,"Order Received","12-01-2017 06:02:23"
17891,"style1","31-to-60","female","asia",1,1,"Order Received","12-01-2017 12:20:29"
17892,"style1","31-to-60","female","asia",2,1,"Order Received","12-01-2017 02:12:14"
17893,"style1","31-to-60","female","asia",2,1,"Order Received","12-01-2017 11:51:33"
17894,"style1","31-to-60","female","asia",2,1,"Order Received","12-01-2017 13:14:22"
17895,"style1","31-to-60","female","europe",1,1,"Order Received","12-01-2017 06:06:20"
17896,"style1","31-to-60","female","europe",1,1,"Order Received","12-01-2017 15:15:39"
17897,"style1","31-to-60","female","europe",1,1,"Order Received","12-01-2017 16:09:39"
17898,"style1","31-to-60","female","europe",1,1,"Order Received","12-01-2017 19:05:45"
17899,"style1","31-to-60","female","europe",1,1,"Order Received","12-01-2017 20:40:35"
17900,"style1","31-to-60","female","europe",2,1,"Order Received","12-01-2017 02:44:06"
17901,"style1","31-to-60","female","europe",2,1,"Order Received","12-01-2017 06:32:27"
17902,"style1","31-to-60","female","europe",2,1,"Order Received","12-01-2017 17:48:24"
17903,"style1","over-60","male","us",1,1,"Order Received","12-01-2017 01:14:34"
17904,"style1","over-60","male","us",1,1,"Order Received","12-01-2017 02:56:36"
17905,"style1","over-60","male","us",1,1,"Order Received","12-01-2017 15:27:21"
17906,"style1","over-60","male","us",1,1,"Order Received","12-01-2017 17:56:40"
17907,"style1","over-60","male","us",1,1,"Order Received","12-01-2017 19:30:09"
17908,"style1","over-60","male","us",2,1,"Order Received","12-01-2017 11:47:52"
17909,"style1","over-60","male","us",2,1,"Order Received","12-01-2017 15:33:43"
17910,"style1","over-60","male","us",2,1,"Order Received","12-01-2017 17:06:58"
17911,"style1","over-60","male","asia",1,1,"Order Received","12-01-2017 05:56:44"
17912,"style1","over-60","male","asia",1,1,"Order Received","12-01-2017 07:37:10"
17913,"style1","over-60","male","asia",1,1,"Order Received","12-01-2017 23:56:15"
17914,"style1","over-60","male","asia",2,1,"Order Received","12-01-2017 06:55:30"
17915,"style1","over-60","male","asia",2,1,"Order Received","12-01-2017 18:24:53"
17916,"style1","over-60","male","asia",2,1,"Order Received","12-01-2017 20:04:29"
17917,"style1","over-60","male","europe",1,1,"Order Received","12-01-2017 04:14:11"
17918,"style1","over-60","male","europe",1,1,"Order Received","12-01-2017 07:00:41"
17919,"style1","over-60","male","europe",1,1,"Order Received","12-01-2017 13:57:34"
17920,"style1","over-60","male","europe",1,1,"Order Received","12-01-2017 22:12:22"
17921,"style1","over-60","male","europe",1,1,"Order Received","12-01-2017 23:16:56"
17922,"style1","over-60","male","europe",2,1,"Order Received","12-01-2017 03:57:42"
17923,"style1","over-60","male","europe",2,1,"Order Received","12-01-2017 19:08:32"
17924,"style1","over-60","female","us",1,1,"Order Received","12-01-2017 01:14:45"
17925,"style1","over-60","female","us",1,1,"Order Received","12-01-2017 03:20:35"
17926,"style1","over-60","female","us",1,1,"Order Received","12-01-2017 06:14:26"
17927,"style1","over-60","female","us",1,1,"Order Received","12-01-2017 14:43:13"
17928,"style1","over-60","female","us",2,1,"Order Received","12-01-2017 06:55:07"
17929,"style1","over-60","female","us",2,1,"Order Received","12-01-2017 08:36:28"
17930,"style1","over-60","female","us",2,1,"Order Received","12-01-2017 18:29:31"
17931,"style1","over-60","female","us",2,1,"Order Received","12-01-2017 23:01:07"
17932,"style1","over-60","female","asia",1,1,"Order Received","12-01-2017 04:11:01"
17933,"style1","over-60","female","asia",1,1,"Order Received","12-01-2017 04:35:19"
17934,"style1","over-60","female","asia",1,1,"Order Received","12-01-2017 12:49:54"
17935,"style1","over-60","female","asia",2,1,"Order Received","12-01-2017 08:15:26"
17936,"style1","over-60","female","asia",2,1,"Order Received","12-01-2017 12:47:59"
17937,"style1","over-60","female","asia",2,1,"Order Received","12-01-2017 21:02:20"
17938,"style1","over-60","female","europe",1,1,"Order Received","12-01-2017 06:41:02"
17939,"style1","over-60","female","europe",1,1,"Order Received","12-01-2017 14:21:39"
17940,"style1","over-60","female","europe",1,1,"Order Received","12-01-2017 16:08:19"
17941,"style1","over-60","female","europe",2,1,"Order Received","12-01-2017 01:10:18"
17942,"style1","over-60","female","europe",2,1,"Order Received","12-01-2017 07:20:39"
17943,"style1","over-60","female","europe",2,1,"Order Received","12-01-2017 07:36:42"
17944,"style1","over-60","female","europe",2,1,"Order Received","12-01-2017 15:41:19"
17945,"style1","over-60","female","europe",2,1,"Order Received","12-01-2017 16:55:02"
17946,"style1","over-60","female","europe",2,1,"Order Received","12-01-2017 20:28:24"
17947,"style2","under-30","male","us",1,1,"Order Received","12-01-2017 06:58:33"
17948,"style2","under-30","male","us",1,1,"Order Received","12-01-2017 08:37:00"
17949,"style2","under-30","male","us",1,1,"Order Received","12-01-2017 08:53:49"
17950,"style2","under-30","male","us",1,1,"Order Received","12-01-2017 16:38:03"
17951,"style2","under-30","male","us",1,1,"Order Received","12-01-2017 22:50:44"
17952,"style2","under-30","male","us",2,1,"Order Received","12-01-2017 01:21:44"
17953,"style2","under-30","male","us",2,1,"Order Received","12-01-2017 01:47:20"
17954,"style2","under-30","male","us",2,1,"Order Received","12-01-2017 08:36:01"
17955,"style2","under-30","male","us",2,1,"Order Received","12-01-2017 09:23:43"
17956,"style2","under-30","male","asia",1,1,"Order Received","12-01-2017 02:28:56"
17957,"style2","under-30","male","asia",1,1,"Order Received","12-01-2017 04:05:07"
17958,"style2","under-30","male","asia",1,1,"Order Received","12-01-2017 06:07:19"
17959,"style2","under-30","male","asia",1,1,"Order Received","12-01-2017 09:24:34"
17960,"style2","under-30","male","asia",1,1,"Order Received","12-01-2017 12:53:28"
17961,"style2","under-30","male","asia",1,1,"Order Received","12-01-2017 13:41:46"
17962,"style2","under-30","male","asia",1,1,"Order Received","12-01-2017 15:41:33"
17963,"style2","under-30","male","asia",2,1,"Order Received","12-01-2017 00:41:44"
17964,"style2","under-30","male","asia",2,1,"Order Received","12-01-2017 00:48:33"
17965,"style2","under-30","male","asia",2,1,"Order Received","12-01-2017 06:17:30"
17966,"style2","under-30","male","asia",2,1,"Order Received","12-01-2017 15:49:33"
17967,"style2","under-30","male","europe",1,1,"Order Received","12-01-2017 03:47:36"
17968,"style2","under-30","male","europe",1,1,"Order Received","12-01-2017 13:28:09"
17969,"style2","under-30","male","europe",1,1,"Order Received","12-01-2017 20:20:39"
17970,"style2","under-30","male","europe",1,1,"Order Received","12-01-2017 22:15:22"
17971,"style2","under-30","male","europe",2,1,"Order Received","12-01-2017 02:35:49"
17972,"style2","under-30","male","europe",2,1,"Order Received","12-01-2017 05:19:41"
17973,"style2","under-30","male","europe",2,1,"Order Received","12-01-2017 09:55:38"
17974,"style2","under-30","male","europe",2,1,"Order Received","12-01-2017 13:05:40"
17975,"style2","under-30","male","europe",2,1,"Order Received","12-01-2017 16:04:50"
17976,"style2","under-30","male","europe",2,1,"Order Received","12-01-2017 18:33:47"
17977,"style2","under-30","female","us",1,1,"Order Received","12-01-2017 01:40:55"
17978,"style2","under-30","female","us",1,1,"Order Received","12-01-2017 05:50:50"
17979,"style2","under-30","female","us",1,1,"Order Received","12-01-2017 09:05:53"
17980,"style2","under-30","female","us",2,1,"Order Received","12-01-2017 06:03:36"
17981,"style2","under-30","female","us",2,1,"Order Received","12-01-2017 08:34:09"
17982,"style2","under-30","female","us",2,1,"Order Received","12-01-2017 15:15:44"
17983,"style2","under-30","female","us",2,1,"Order Received","12-01-2017 18:46:04"
17984,"style2","under-30","female","us",2,1,"Order Received","12-01-2017 23:31:00"
17985,"style2","under-30","female","asia",1,1,"Order Received","12-01-2017 01:11:20"
17986,"style2","under-30","female","asia",1,1,"Order Received","12-01-2017 20:47:28"
17987,"style2","under-30","female","asia",2,1,"Order Received","12-01-2017 20:51:47"
17988,"style2","under-30","female","europe",1,1,"Order Received","12-01-2017 04:27:59"
17989,"style2","under-30","female","europe",2,1,"Order Received","12-01-2017 02:04:19"
17990,"style2","under-30","female","europe",2,1,"Order Received","12-01-2017 02:44:54"
17991,"style2","under-30","female","europe",2,1,"Order Received","12-01-2017 11:40:43"
17992,"style2","under-30","female","europe",2,1,"Order Received","12-01-2017 20:05:48"
17993,"style2","under-30","female","europe",2,1,"Order Received","12-01-2017 23:31:51"
17994,"style2","31-to-60","male","us",1,1,"Order Received","12-01-2017 04:17:03"
17995,"style2","31-to-60","male","us",1,1,"Order Received","12-01-2017 04:19:51"
17996,"style2","31-to-60","male","us",1,1,"Order Received","12-01-2017 07:03:27"
17997,"style2","31-to-60","male","us",1,1,"Order Received","12-01-2017 11:38:27"
17998,"style2","31-to-60","male","us",2,1,"Order Received","12-01-2017 08:27:08"
17999,"style2","31-to-60","male","us",2,1,"Order Received","12-01-2017 10:09:42"
18000,"style2","31-to-60","male","us",2,1,"Order Received","12-01-2017 18:14:18"
18001,"style2","31-to-60","male","us",2,1,"Order Received","12-01-2017 23:25:55"
18002,"style2","31-to-60","male","asia",1,1,"Order Received","12-01-2017 01:39:26"
18003,"style2","31-to-60","male","asia",1,1,"Order Received","12-01-2017 15:29:18"
18004,"style2","31-to-60","male","asia",2,1,"Order Received","12-01-2017 12:20:21"
18005,"style2","31-to-60","male","asia",2,1,"Order Received","12-01-2017 15:44:38"
18006,"style2","31-to-60","male","asia",2,1,"Order Received","12-01-2017 15:50:49"
18007,"style2","31-to-60","male","europe",1,1,"Order Received","12-01-2017 07:44:15"
18008,"style2","31-to-60","male","europe",1,1,"Order Received","12-01-2017 07:45:01"
18009,"style2","31-to-60","male","europe",1,1,"Order Received","12-01-2017 13:19:50"
18010,"style2","31-to-60","male","europe",1,1,"Order Received","12-01-2017 22:57:33"
18011,"style2","31-to-60","male","europe",2,1,"Order Received","12-01-2017 07:21:55"
18012,"style2","31-to-60","male","europe",2,1,"Order Received","12-01-2017 21:28:22"
18013,"style2","31-to-60","female","us",1,1,"Order Received","12-01-2017 10:47:36"
18014,"style2","31-to-60","female","us",1,1,"Order Received","12-01-2017 15:48:15"
18015,"style2","31-to-60","female","us",1,1,"Order Received","12-01-2017 18:26:17"
18016,"style2","31-to-60","female","us",1,1,"Order Received","12-01-2017 19:50:19"
18017,"style2","31-to-60","female","us",1,1,"Order Received","12-01-2017 23:07:32"
18018,"style2","31-to-60","female","us",2,1,"Order Received","12-01-2017 02:56:39"
18019,"style2","31-to-60","female","us",2,1,"Order Received","12-01-2017 15:20:37"
18020,"style2","31-to-60","female","us",2,1,"Order Received","12-01-2017 16:14:28"
18021,"style2","31-to-60","female","us",2,1,"Order Received","12-01-2017 17:11:40"
18022,"style2","31-to-60","female","us",2,1,"Order Received","12-01-2017 22:08:31"
18023,"style2","31-to-60","female","asia",1,1,"Order Received","12-01-2017 04:15:56"
18024,"style2","31-to-60","female","asia",1,1,"Order Received","12-01-2017 05:29:31"
18025,"style2","31-to-60","female","asia",1,1,"Order Received","12-01-2017 19:34:54"
18026,"style2","31-to-60","female","asia",1,1,"Order Received","12-01-2017 20:27:33"
18027,"style2","31-to-60","female","asia",1,1,"Order Received","12-01-2017 21:19:15"
18028,"style2","31-to-60","female","asia",1,1,"Order Received","12-01-2017 23:26:02"
18029,"style2","31-to-60","female","asia",1,1,"Order Received","12-01-2017 23:54:45"
18030,"style2","31-to-60","female","asia",2,1,"Order Received","12-01-2017 11:32:02"
18031,"style2","31-to-60","female","asia",2,1,"Order Received","12-01-2017 17:46:07"
18032,"style2","31-to-60","female","europe",1,1,"Order Received","12-01-2017 15:38:08"
18033,"style2","31-to-60","female","europe",1,1,"Order Received","12-01-2017 20:15:21"
18034,"style2","31-to-60","female","europe",1,1,"Order Received","12-01-2017 22:13:20"
18035,"style2","31-to-60","female","europe",2,1,"Order Received","12-01-2017 20:56:22"
18036,"style2","over-60","male","us",1,1,"Order Received","12-01-2017 02:38:02"
18037,"style2","over-60","male","us",1,1,"Order Received","12-01-2017 04:53:42"
18038,"style2","over-60","male","us",1,1,"Order Received","12-01-2017 05:51:15"
18039,"style2","over-60","male","us",1,1,"Order Received","12-01-2017 07:49:11"
18040,"style2","over-60","male","us",1,1,"Order Received","12-01-2017 18:15:34"
18041,"style2","over-60","male","us",1,1,"Order Received","12-01-2017 20:54:26"
18042,"style2","over-60","male","us",2,1,"Order Received","12-01-2017 16:53:37"
18043,"style2","over-60","male","asia",1,1,"Order Received","12-01-2017 16:38:07"
18044,"style2","over-60","male","asia",1,1,"Order Received","12-01-2017 20:55:45"
18045,"style2","over-60","male","asia",2,1,"Order Received","12-01-2017 05:55:09"
18046,"style2","over-60","male","asia",2,1,"Order Received","12-01-2017 06:47:56"
18047,"style2","over-60","male","asia",2,1,"Order Received","12-01-2017 09:14:34"
18048,"style2","over-60","male","asia",2,1,"Order Received","12-01-2017 12:32:12"
18049,"style2","over-60","male","europe",1,1,"Order Received","12-01-2017 03:18:48"
18050,"style2","over-60","male","europe",1,1,"Order Received","12-01-2017 06:55:18"
18051,"style2","over-60","male","europe",1,1,"Order Received","12-01-2017 12:06:41"
18052,"style2","over-60","male","europe",1,1,"Order Received","12-01-2017 13:07:42"
18053,"style2","over-60","male","europe",2,1,"Order Received","12-01-2017 09:36:52"
18054,"style2","over-60","male","europe",2,1,"Order Received","12-01-2017 14:03:34"
18055,"style2","over-60","male","europe",2,1,"Order Received","12-01-2017 14:11:29"
18056,"style2","over-60","female","us",1,1,"Order Received","12-01-2017 03:38:59"
18057,"style2","over-60","female","us",1,1,"Order Received","12-01-2017 06:05:48"
18058,"style2","over-60","female","us",1,1,"Order Received","12-01-2017 12:42:25"
18059,"style2","over-60","female","us",1,1,"Order Received","12-01-2017 19:14:38"
18060,"style2","over-60","female","us",2,1,"Order Received","12-01-2017 02:50:10"
18061,"style2","over-60","female","us",2,1,"Order Received","12-01-2017 09:52:23"
18062,"style2","over-60","female","us",2,1,"Order Received","12-01-2017 10:42:32"
18063,"style2","over-60","female","us",2,1,"Order Received","12-01-2017 17:41:23"
18064,"style2","over-60","female","us",2,1,"Order Received","12-01-2017 21:56:45"
18065,"style2","over-60","female","asia",1,1,"Order Received","12-01-2017 07:12:13"
18066,"style2","over-60","female","asia",1,1,"Order Received","12-01-2017 11:01:56"
18067,"style2","over-60","female","asia",1,1,"Order Received","12-01-2017 15:54:00"
18068,"style2","over-60","female","asia",1,1,"Order Received","12-01-2017 19:23:53"
18069,"style2","over-60","female","asia",2,1,"Order Received","12-01-2017 03:21:10"
18070,"style2","over-60","female","asia",2,1,"Order Received","12-01-2017 14:39:09"
18071,"style2","over-60","female","asia",2,1,"Order Received","12-01-2017 16:08:25"
18072,"style2","over-60","female","europe",1,1,"Order Received","12-01-2017 08:54:17"
18073,"style2","over-60","female","europe",2,1,"Order Received","12-01-2017 02:04:33"
18074,"style2","over-60","female","europe",2,1,"Order Received","12-01-2017 13:37:38"
18075,"style3","under-30","male","us",1,1,"Order Received","12-01-2017 19:29:42"
18076,"style3","under-30","male","us",1,1,"Order Received","12-01-2017 19:41:24"
18077,"style3","under-30","male","us",2,1,"Order Received","12-01-2017 02:02:35"
18078,"style3","under-30","male","us",2,1,"Order Received","12-01-2017 03:42:09"
18079,"style3","under-30","male","us",2,1,"Order Received","12-01-2017 08:51:23"
18080,"style3","under-30","male","us",2,1,"Order Received","12-01-2017 09:02:02"
18081,"style3","under-30","male","asia",1,1,"Order Received","12-01-2017 03:32:45"
18082,"style3","under-30","male","asia",1,1,"Order Received","12-01-2017 04:03:09"
18083,"style3","under-30","male","asia",1,1,"Order Received","12-01-2017 10:43:15"
18084,"style3","under-30","male","asia",1,1,"Order Received","12-01-2017 12:22:42"
18085,"style3","under-30","male","asia",2,1,"Order Received","12-01-2017 01:54:14"
18086,"style3","under-30","male","asia",2,1,"Order Received","12-01-2017 06:03:29"
18087,"style3","under-30","male","asia",2,1,"Order Received","12-01-2017 08:41:33"
18088,"style3","under-30","male","asia",2,1,"Order Received","12-01-2017 21:39:40"
18089,"style3","under-30","male","asia",2,1,"Order Received","12-01-2017 22:49:31"
18090,"style3","under-30","male","europe",1,1,"Order Received","12-01-2017 09:53:29"
18091,"style3","under-30","male","europe",1,1,"Order Received","12-01-2017 11:28:45"
18092,"style3","under-30","male","europe",1,1,"Order Received","12-01-2017 16:06:39"
18093,"style3","under-30","male","europe",1,1,"Order Received","12-01-2017 19:40:00"
18094,"style3","under-30","male","europe",1,1,"Order Received","12-01-2017 23:09:19"
18095,"style3","under-30","male","europe",2,1,"Order Received","12-01-2017 11:28:25"
18096,"style3","under-30","male","europe",2,1,"Order Received","12-01-2017 12:53:30"
18097,"style3","under-30","male","europe",2,1,"Order Received","12-01-2017 16:52:30"
18098,"style3","under-30","female","us",1,1,"Order Received","12-01-2017 07:53:07"
18099,"style3","under-30","female","us",2,1,"Order Received","12-01-2017 08:55:05"
18100,"style3","under-30","female","us",2,1,"Order Received","12-01-2017 09:38:11"
18101,"style3","under-30","female","us",2,1,"Order Received","12-01-2017 19:35:12"
18102,"style3","under-30","female","us",2,1,"Order Received","12-01-2017 22:09:49"
18103,"style3","under-30","female","asia",1,1,"Order Received","12-01-2017 10:26:58"
18104,"style3","under-30","female","asia",2,1,"Order Received","12-01-2017 06:36:51"
18105,"style3","under-30","female","asia",2,1,"Order Received","12-01-2017 09:25:58"
18106,"style3","under-30","female","asia",2,1,"Order Received","12-01-2017 16:52:36"
18107,"style3","under-30","female","europe",1,1,"Order Received","12-01-2017 04:26:47"
18108,"style3","under-30","female","europe",1,1,"Order Received","12-01-2017 10:49:07"
18109,"style3","under-30","female","europe",1,1,"Order Received","12-01-2017 21:39:34"
18110,"style3","under-30","female","europe",2,1,"Order Received","12-01-2017 09:34:23"
18111,"style3","under-30","female","europe",2,1,"Order Received","12-01-2017 11:44:09"
18112,"style3","31-to-60","male","us",1,1,"Order Received","12-01-2017 01:47:05"
18113,"style3","31-to-60","male","us",1,1,"Order Received","12-01-2017 15:14:53"
18114,"style3","31-to-60","male","us",2,1,"Order Received","12-01-2017 07:39:41"
18115,"style3","31-to-60","male","us",2,1,"Order Received","12-01-2017 18:49:18"
18116,"style3","31-to-60","male","asia",1,1,"Order Received","12-01-2017 06:44:43"
18117,"style3","31-to-60","male","asia",1,1,"Order Received","12-01-2017 08:36:02"
18118,"style3","31-to-60","male","asia",1,1,"Order Received","12-01-2017 08:40:25"
18119,"style3","31-to-60","male","asia",1,1,"Order Received","12-01-2017 15:14:34"
18120,"style3","31-to-60","male","asia",1,1,"Order Received","12-01-2017 21:37:06"
18121,"style3","31-to-60","male","asia",1,1,"Order Received","12-01-2017 22:22:22"
18122,"style3","31-to-60","male","asia",2,1,"Order Received","12-01-2017 03:24:13"
18123,"style3","31-to-60","male","asia",2,1,"Order Received","12-01-2017 15:22:38"
18124,"style3","31-to-60","male","asia",2,1,"Order Received","12-01-2017 23:53:21"
18125,"style3","31-to-60","male","europe",1,1,"Order Received","12-01-2017 03:26:31"
18126,"style3","31-to-60","male","europe",2,1,"Order Received","12-01-2017 02:57:42"
18127,"style3","31-to-60","male","europe",2,1,"Order Received","12-01-2017 09:35:02"
18128,"style3","31-to-60","male","europe",2,1,"Order Received","12-01-2017 15:31:05"
18129,"style3","31-to-60","male","europe",2,1,"Order Received","12-01-2017 18:03:10"
18130,"style3","31-to-60","male","europe",2,1,"Order Received","12-01-2017 21:18:05"
18131,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 05:49:35"
18132,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 06:32:17"
18133,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 07:39:21"
18134,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 09:20:27"
18135,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 10:02:23"
18136,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 12:56:46"
18137,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 16:26:38"
18138,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 16:30:27"
18139,"style3","31-to-60","female","us",1,1,"Order Received","12-01-2017 20:09:37"
18140,"style3","31-to-60","female","us",2,1,"Order Received","12-01-2017 03:02:04"
18141,"style3","31-to-60","female","us",2,1,"Order Received","12-01-2017 04:06:45"
18142,"style3","31-to-60","female","us",2,1,"Order Received","12-01-2017 04:21:27"
18143,"style3","31-to-60","female","us",2,1,"Order Received","12-01-2017 09:36:38"
18144,"style3","31-to-60","female","us",2,1,"Order Received","12-01-2017 10:17:09"
18145,"style3","31-to-60","female","us",2,1,"Order Received","12-01-2017 23:26:56"
18146,"style3","31-to-60","female","asia",1,1,"Order Received","12-01-2017 00:40:27"
18147,"style3","31-to-60","female","asia",1,1,"Order Received","12-01-2017 02:08:29"
18148,"style3","31-to-60","female","asia",1,1,"Order Received","12-01-2017 02:33:09"
18149,"style3","31-to-60","female","asia",1,1,"Order Received","12-01-2017 05:17:56"
18150,"style3","31-to-60","female","asia",1,1,"Order Received","12-01-2017 15:48:34"
18151,"style3","31-to-60","female","asia",2,1,"Order Received","12-01-2017 00:14:26"
18152,"style3","31-to-60","female","asia",2,1,"Order Received","12-01-2017 16:17:33"
18153,"style3","31-to-60","female","asia",2,1,"Order Received","12-01-2017 21:25:28"
18154,"style3","31-to-60","female","asia",2,1,"Order Received","12-01-2017 21:36:53"
18155,"style3","31-to-60","female","asia",2,1,"Order Received","12-01-2017 21:47:43"
18156,"style3","31-to-60","female","asia",2,1,"Order Received","12-01-2017 22:12:40"
18157,"style3","31-to-60","female","europe",1,1,"Order Received","12-01-2017 04:33:32"
18158,"style3","31-to-60","female","europe",1,1,"Order Received","12-01-2017 12:13:20"
18159,"style3","31-to-60","female","europe",1,1,"Order Received","12-01-2017 14:34:59"
18160,"style3","31-to-60","female","europe",1,1,"Order Received","12-01-2017 16:13:04"
18161,"style3","31-to-60","female","europe",1,1,"Order Received","12-01-2017 19:31:54"
18162,"style3","31-to-60","female","europe",2,1,"Order Received","12-01-2017 00:57:01"
18163,"style3","31-to-60","female","europe",2,1,"Order Received","12-01-2017 16:12:35"
18164,"style3","over-60","male","us",1,1,"Order Received","12-01-2017 00:52:05"
18165,"style3","over-60","male","us",1,1,"Order Received","12-01-2017 01:06:19"
18166,"style3","over-60","male","us",1,1,"Order Received","12-01-2017 02:45:57"
18167,"style3","over-60","male","us",1,1,"Order Received","12-01-2017 08:09:06"
18168,"style3","over-60","male","us",1,1,"Order Received","12-01-2017 13:36:10"
18169,"style3","over-60","male","us",1,1,"Order Received","12-01-2017 14:00:01"
18170,"style3","over-60","male","us",1,1,"Order Received","12-01-2017 17:33:53"
18171,"style3","over-60","male","us",1,1,"Order Received","12-01-2017 17:56:43"
